Name	Field	N	Type	RA	Dec		
OGLE-LMC-RRLYR-00384	LMC149.7	6916	RRab	04:39:21.88	-69:18:14.20		
OGLE-LMC-RRLYR-00385	LMC152.2	521	RRab	04:39:22.32	-66:56:50.30		
OGLE-LMC-RRLYR-00386	LMC148.5	846	RRab	04:39:22.41	-68:27:19.20		
OGLE-LMC-RRLYR-00389	LMC151.3	1053	RRab	04:39:24.83	-70:20:08.90		
OGLE-LMC-RRLYR-00390	LMC153.2	4157	RRab	04:39:26.58	-67:35:03.40		
OGLE-LMC-RRLYR-00392	LMC151.1	947	RRab	04:39:28.69	-70:39:24.00		
OGLE-LMC-RRLYR-00394	LMC147.7	656	RRab	04:39:33.32	-68:09:21.80		
OGLE-LMC-RRLYR-00396	LMC148.7	7488	RRab	04:39:37.11	-68:46:45.20		
OGLE-LMC-RRLYR-00397	LMC150.1	627	RRab	04:39:38.01	-70:02:00.20		
OGLE-LMC-RRLYR-00398	LMC153.4	3816	RRab	04:39:38.27	-67:13:23.70		
OGLE-LMC-RRLYR-00399	LMC150.4	834	RRab	04:39:38.87	-69:37:28.00		
OGLE-LMC-RRLYR-00400	LMC151.2	6957	RRab	04:39:41.02	-70:28:25.70		
OGLE-LMC-RRLYR-00401	LMC149.6	7184	RRab	04:39:45.45	-69:11:18.10		
OGLE-LMC-RRLYR-00402	LMC150.1	667	RRab	04:39:45.59	-70:00:44.60		
OGLE-LMC-RRLYR-00404	LMC148.5	6028	RRab	04:39:46.76	-68:25:38.10		
OGLE-LMC-RRLYR-00405	LMC149.5	6695	RRab	04:39:46.91	-69:05:31.00		
OGLE-LMC-RRLYR-00408	LMC151.4	7480	RRab	04:39:50.65	-70:15:24.30		
OGLE-LMC-RRLYR-00409	LMC151.3	6852	RRab	04:39:51.06	-70:25:17.50		
OGLE-LMC-RRLYR-00411	LMC151.1	5890	RRab	04:39:53.37	-70:35:16.80		
OGLE-LMC-RRLYR-00412	LMC147.8	788	RRab	04:39:54.68	-68:13:46.40		
OGLE-LMC-RRLYR-00413	LMC151.4	7498	RRab	04:39:54.91	-70:15:47.10		
OGLE-LMC-RRLYR-00415	LMC150.3	890	RRab	04:39:56.57	-69:45:17.90		
OGLE-LMC-RRLYR-00416	LMC153.4	3864	RRab	04:39:56.79	-67:10:56.50		
OGLE-LMC-RRLYR-00417	LMC149.6	7253	RRab	04:39:57.61	-69:06:44.10		
OGLE-LMC-RRLYR-00418	LMC148.8	6558	RRab	04:39:58.21	-68:55:39.10		
OGLE-LMC-RRLYR-00420	LMC146.6	409	RRab	04:39:59.53	-67:25:59.70		
OGLE-LMC-RRLYR-00422	LMC151.2	7049	RRab	04:40:01.90	-70:25:49.00		
OGLE-LMC-RRLYR-00423	LMC153.1	4515	RRab	04:40:02.91	-67:43:50.90		
OGLE-LMC-RRLYR-00426	LMC149.3	744	RRab	04:40:10.61	-69:09:32.00		
OGLE-LMC-RRLYR-00427	LMC151.2	7076	RRab	04:40:10.77	-70:31:19.60		
OGLE-LMC-RRLYR-00429	LMC151.1	6657	RRab	04:40:12.13	-70:43:27.20		
OGLE-LMC-RRLYR-00431	LMC149.1	729	RRab	04:40:12.70	-69:26:48.40		
OGLE-LMC-RRLYR-00433	LMC148.6	6245	RRab	04:40:13.66	-68:35:02.80		
OGLE-LMC-RRLYR-00435	LMC148.7	7664	RRab	04:40:17.42	-68:39:59.90		
OGLE-LMC-RRLYR-00436	LMC148.7	7668	RRab	04:40:18.40	-68:45:01.30		
OGLE-LMC-RRLYR-00438	LMC146.7	559	RRab	04:40:21.39	-67:30:21.20		
OGLE-LMC-RRLYR-00439	LMC147.5	705	RRab	04:40:21.49	-67:49:48.10		
OGLE-LMC-RRLYR-00440	LMC147.8	890	RRab	04:40:22.38	-68:19:19.30		
OGLE-LMC-RRLYR-00442	LMC146.7	574	RRab	04:40:24.38	-67:34:24.10		
OGLE-LMC-RRLYR-00444	LMC152.1	3814	RRab	04:40:27.85	-67:10:04.70		
OGLE-LMC-RRLYR-00445	LMC150.1	929	RRab	04:40:28.60	-70:03:37.90		
OGLE-LMC-RRLYR-00446	LMC147.6	814	RRab	04:40:28.80	-67:58:48.50		
OGLE-LMC-RRLYR-00447	LMC150.4	1287	RRab	04:40:29.18	-69:36:35.50		
OGLE-LMC-RRLYR-00449	LMC148.5	6234	RRab	04:40:34.13	-68:24:28.60		
OGLE-LMC-RRLYR-00450	LMC151.3	7038	RRab	04:40:34.79	-70:19:11.90		
OGLE-LMC-RRLYR-00451	LMC149.4	944	RRab	04:40:36.58	-69:03:33.80		
OGLE-LMC-RRLYR-00452	LMC148.7	7764	RRab	04:40:36.74	-68:39:48.70		
OGLE-LMC-RRLYR-00453	LMC147.5	5015	RRab	04:40:36.90	-67:52:26.10		
OGLE-LMC-RRLYR-00454	LMC149.3	897	RRab	04:40:37.36	-69:08:52.20		
OGLE-LMC-RRLYR-00455	LMC150.1	401	RRab	04:40:37.37	-70:03:02.10		
OGLE-LMC-RRLYR-00456	LMC150.1	993	RRab	04:40:39.16	-70:04:13.90		
OGLE-LMC-RRLYR-00457	LMC149.1	892	RRab	04:40:39.25	-69:29:45.90		
OGLE-LMC-RRLYR-00458	LMC147.6	5401	RRab	04:40:39.46	-67:57:20.70		
OGLE-LMC-RRLYR-00460	LMC148.5	6317	RRab	04:40:45.62	-68:29:30.20		
OGLE-LMC-RRLYR-00462	LMC146.7	630	RRab	04:40:45.82	-67:34:24.90		
OGLE-LMC-RRLYR-00463	LMC150.3	1240	RRab	04:40:46.08	-69:48:31.10		
OGLE-LMC-RRLYR-00464	LMC146.7	642	RRab	04:40:46.96	-67:35:15.40		
OGLE-LMC-RRLYR-00466	LMC149.4	1032	RRab	04:40:51.98	-69:05:16.80		
OGLE-LMC-RRLYR-00467	LMC149.4	1038	RRab	04:40:52.50	-68:58:46.10		
OGLE-LMC-RRLYR-00468	LMC148.6	6054	RRab	04:40:52.71	-68:35:56.00		
OGLE-LMC-RRLYR-00469	LMC148.6	6442	RRab	04:40:53.40	-68:35:14.40		
OGLE-LMC-RRLYR-00470	LMC146.6	537	RRab	04:40:53.48	-67:25:09.90		
OGLE-LMC-RRLYR-00471	LMC149.4	1073	RRab	04:40:56.70	-68:58:22.80		
OGLE-LMC-RRLYR-00472	LMC151.2	7279	RRab	04:40:58.47	-70:29:15.30		
OGLE-LMC-RRLYR-00473	LMC149.3	1044	RRab	04:40:58.59	-69:14:08.00		
OGLE-LMC-RRLYR-00474	LMC150.4	8104	RRab	04:40:58.63	-69:36:25.70		
OGLE-LMC-RRLYR-00475	LMC152.1	3899	RRab	04:40:58.97	-67:09:50.50		
OGLE-LMC-RRLYR-00476	LMC145.7	406	RRab	04:41:02.77	-66:57:22.20		
OGLE-LMC-RRLYR-00477	LMC150.3	7840	RRab	04:41:03.18	-69:47:19.00		
OGLE-LMC-RRLYR-00478	LMC149.2	1046	RRab	04:41:04.92	-69:21:27.40		
OGLE-LMC-RRLYR-00479	LMC148.6	6507	RRab	04:41:06.55	-68:35:36.90		
OGLE-LMC-RRLYR-00481	LMC151.1	6331	RRab	04:41:08.66	-70:39:47.20		
OGLE-LMC-RRLYR-00482	LMC147.6	5518	RRab	04:41:08.88	-67:58:50.10		
OGLE-LMC-RRLYR-00483	LMC150.4	8204	RRab	04:41:10.77	-69:35:39.50		
OGLE-LMC-RRLYR-00484	LMC144.8	1218	RRab	04:41:11.04	-70:43:33.50		
OGLE-LMC-RRLYR-00485	LMC145.7	902	RRab	04:41:12.88	-66:55:23.60		
OGLE-LMC-RRLYR-00486	LMC146.7	732	RRab	04:41:13.63	-67:36:09.80		
OGLE-LMC-RRLYR-00487	LMC148.4	112	RRab	04:41:14.04	-68:27:47.80		
OGLE-LMC-RRLYR-00488	LMC147.8	6573	RRab	04:41:16.25	-68:15:07.10		
OGLE-LMC-RRLYR-00489	LMC150.2	7772	RRab	04:41:17.89	-69:59:21.50		
OGLE-LMC-RRLYR-00491	LMC148.4	819	RRab	04:41:20.18	-68:26:24.90		
OGLE-LMC-RRLYR-00493	LMC151.1	6403	RRab	04:41:22.48	-70:37:52.10		
OGLE-LMC-RRLYR-00494	LMC146.7	771	RRab	04:41:24.72	-67:30:34.90		
OGLE-LMC-RRLYR-00496	LMC144.5	629	RRab	04:41:25.33	-70:14:11.70		
OGLE-LMC-RRLYR-00499	LMC145.8	464	RRab	04:41:32.66	-67:03:13.60		
OGLE-LMC-RRLYR-00500	LMC146.8	4968	RRab	04:41:34.06	-67:42:58.10		
OGLE-LMC-RRLYR-00501	LMC148.1	867	RRab	04:41:35.14	-68:49:32.10		
OGLE-LMC-RRLYR-00503	LMC146.6	4325	RRab	04:41:35.68	-67:28:15.00		
OGLE-LMC-RRLYR-00504	LMC144.8	1350	RRab	04:41:35.99	-70:41:41.90		
OGLE-LMC-RRLYR-00505	LMC144.5	711	RRab	04:41:39.42	-70:09:44.70		
OGLE-LMC-RRLYR-00506	LMC150.4	8465	RRab	04:41:42.43	-69:36:14.70		
OGLE-LMC-RRLYR-00508	LMC145.8	495	RRab	04:41:43.96	-67:04:47.20		
OGLE-LMC-RRLYR-00509	LMC145.6	496	RRab	04:41:44.06	-66:48:18.40		
OGLE-LMC-RRLYR-00510	LMC150.4	8485	RRab	04:41:46.35	-69:40:37.80		
OGLE-LMC-RRLYR-00511	LMC149.4	8116	RRab	04:41:48.72	-68:58:14.10		
OGLE-LMC-RRLYR-00513	LMC144.8	1441	RRab	04:41:49.00	-70:41:20.50		
OGLE-LMC-RRLYR-00515	LMC147.5	5327	RRab	04:41:50.66	-67:52:34.40		
OGLE-LMC-RRLYR-00517	LMC146.8	5051	RRab	04:41:52.49	-67:41:10.90		
OGLE-LMC-RRLYR-00518	LMC149.2	8222	RRab	04:41:52.77	-69:20:38.70		
OGLE-LMC-RRLYR-00519	LMC146.8	5056	RRab	04:41:53.27	-67:40:06.50		
OGLE-LMC-RRLYR-00520	LMC149.4	8134	RRab	04:41:53.28	-69:02:39.80		
OGLE-LMC-RRLYR-00521	LMC147.8	6762	RRab	04:41:53.86	-68:16:40.30		
OGLE-LMC-RRLYR-00522	LMC147.8	6763	RRab	04:41:54.16	-68:17:12.60		
OGLE-LMC-RRLYR-00523	LMC144.7	775	RRab	04:41:55.66	-70:29:46.90		
OGLE-LMC-RRLYR-00525	LMC145.5	445	RRab	04:41:57.73	-66:38:29.30		
OGLE-LMC-RRLYR-00526	LMC144.5	856	RRab	04:41:58.42	-70:15:43.00		
OGLE-LMC-RRLYR-00528	LMC150.3	8285	RRab	04:41:59.10	-69:46:58.40		
OGLE-LMC-RRLYR-00529	LMC144.5	887	RRab	04:42:03.13	-70:09:34.80		
OGLE-LMC-RRLYR-00531	LMC145.7	696	RRab	04:42:05.59	-66:57:33.50		
OGLE-LMC-RRLYR-00532	LMC145.8	566	RRab	04:42:06.80	-67:05:27.60		
OGLE-LMC-RRLYR-00533	LMC150.1	6637	RRab	04:42:07.72	-70:03:48.20		
OGLE-LMC-RRLYR-00534	LMC148.3	1145	RRab	04:42:08.94	-68:31:25.80		
OGLE-LMC-RRLYR-00537	LMC150.3	8374	RRab	04:42:11.65	-69:41:39.80		
OGLE-LMC-RRLYR-00538	LMC150.1	7438	RRab	04:42:12.97	-70:00:10.40		
OGLE-LMC-RRLYR-00539	LMC149.2	8347	RRab	04:42:14.20	-69:20:53.30		
OGLE-LMC-RRLYR-00540	LMC150.3	8397	RRab	04:42:14.46	-69:42:02.20		
OGLE-LMC-RRLYR-00541	LMC147.2	301	RRab	04:42:16.47	-68:04:57.10		
OGLE-LMC-RRLYR-00542	LMC149.4	8302	RRab	04:42:17.14	-69:03:13.20		
OGLE-LMC-RRLYR-00543	LMC150.2	7378	RRab	04:42:17.32	-69:55:50.80		
OGLE-LMC-RRLYR-00545	LMC149.4	8331	RRab	04:42:19.70	-68:58:44.10		
OGLE-LMC-RRLYR-00546	LMC147.3	701	RRab	04:42:19.83	-67:55:56.90		
OGLE-LMC-RRLYR-00548	LMC147.1	703	RRab	04:42:21.44	-68:18:00.70		
OGLE-LMC-RRLYR-00549	LMC149.3	8792	RRab	04:42:22.07	-69:13:04.50		
OGLE-LMC-RRLYR-00551	LMC148.3	1213	RRab	04:42:22.84	-68:35:50.50		
OGLE-LMC-RRLYR-00552	LMC144.6	1022	RRab	04:42:23.88	-70:18:15.40		
OGLE-LMC-RRLYR-00554	LMC144.7	972	RRab	04:42:25.31	-70:33:25.00		
OGLE-LMC-RRLYR-00555	LMC143.5	638	RRab	04:42:25.78	-69:38:17.70		
OGLE-LMC-RRLYR-00556	LMC148.2	1174	RRab	04:42:26.55	-68:47:07.70		
OGLE-LMC-RRLYR-00558	LMC146.7	5419	RRab	04:42:27.10	-67:29:08.80		
OGLE-LMC-RRLYR-00560	LMC147.4	712	RRab	04:42:29.68	-67:48:45.10		
OGLE-LMC-RRLYR-00561	LMC145.5	3107	RRab	04:42:30.79	-66:41:24.00		
OGLE-LMC-RRLYR-00563	LMC148.2	1215	RRab	04:42:33.49	-68:40:20.80		
OGLE-LMC-RRLYR-00565	LMC145.6	3714	RRab	04:42:34.12	-66:48:32.70		
OGLE-LMC-RRLYR-00566	LMC148.3	1295	RRab	04:42:34.44	-68:38:39.20		
OGLE-LMC-RRLYR-00567	LMC143.6	892	RRab	04:42:34.61	-69:47:24.20		
OGLE-LMC-RRLYR-00569	LMC149.3	8871	RRab	04:42:34.78	-69:09:58.60		
OGLE-LMC-RRLYR-00570	LMC149.3	8869	RRab	04:42:34.90	-69:11:08.50		
OGLE-LMC-RRLYR-00571	LMC148.2	1225	RRab	04:42:35.51	-68:45:53.80		
OGLE-LMC-RRLYR-00572	LMC147.3	782	RRab	04:42:35.85	-67:56:18.30		
OGLE-LMC-RRLYR-00574	LMC143.8	732	RRab	04:42:36.77	-70:07:35.80		
OGLE-LMC-RRLYR-00575	LMC146.8	5261	RRab	04:42:36.82	-67:41:54.10		
OGLE-LMC-RRLYR-00577	LMC143.7	793	RRab	04:42:37.96	-69:50:48.70		
OGLE-LMC-RRLYR-00578	LMC143.7	799	RRab	04:42:37.97	-69:59:17.50		
OGLE-LMC-RRLYR-00579	LMC144.6	1955	RRab	04:42:39.52	-70:20:02.30		
OGLE-LMC-RRLYR-00581	LMC148.3	2441	RRab	04:42:41.96	-68:39:11.30		
OGLE-LMC-RRLYR-00583	LMC149.2	8520	RRab	04:42:42.38	-69:17:14.10		
OGLE-LMC-RRLYR-00584	LMC146.8	5284	RRab	04:42:42.59	-67:41:25.30		
OGLE-LMC-RRLYR-00585	LMC146.7	5474	RRab	04:42:42.85	-67:36:01.70		
OGLE-LMC-RRLYR-00586	LMC143.6	2186	RRab	04:42:44.26	-69:50:03.20		
OGLE-LMC-RRLYR-00588	LMC147.4	776	RRab	04:42:44.60	-67:53:36.70		
OGLE-LMC-RRLYR-00589	LMC149.4	8521	RRab	04:42:47.62	-69:01:22.50		
OGLE-LMC-RRLYR-00590	LMC145.7	4374	RRab	04:42:47.83	-66:56:26.40		
OGLE-LMC-RRLYR-00591	LMC144.5	1226	RRab	04:42:50.27	-70:09:14.90		
OGLE-LMC-RRLYR-00592	LMC146.7	5508	RRab	04:42:50.36	-67:30:43.90		
OGLE-LMC-RRLYR-00595	LMC144.7	1137	RRab	04:42:53.63	-70:28:50.80		
OGLE-LMC-RRLYR-00596	LMC143.5	883	RRab	04:42:53.72	-69:39:34.00		
OGLE-LMC-RRLYR-00597	LMC144.6	1222	RRab	04:42:53.75	-70:24:11.10		
OGLE-LMC-RRLYR-00598	LMC146.8	5343	RRab	04:42:56.98	-67:40:49.70		
OGLE-LMC-RRLYR-00599	LMC148.3	8234	RRab	04:42:58.53	-68:30:24.40		
OGLE-LMC-RRLYR-00600	LMC144.8	5958	RRab	04:43:00.26	-70:41:01.70		
OGLE-LMC-RRLYR-00601	LMC144.8	6822	RRab	04:43:00.98	-70:42:04.80		
OGLE-LMC-RRLYR-00602	LMC144.5	8152	RRab	04:43:02.89	-70:11:19.40		
OGLE-LMC-RRLYR-00604	LMC143.5	989	RRab	04:43:06.17	-69:33:43.60		
OGLE-LMC-RRLYR-00605	LMC144.7	7077	RRab	04:43:06.58	-70:29:39.70		
OGLE-LMC-RRLYR-00606	LMC143.8	1977	RRab	04:43:08.15	-70:02:40.20		
OGLE-LMC-RRLYR-00607	LMC144.6	7183	RRab	04:43:08.58	-70:20:41.60		
OGLE-LMC-RRLYR-00608	LMC146.4	560	RRab	04:43:08.70	-67:13:34.10		
OGLE-LMC-RRLYR-00609	LMC144.6	7194	RRab	04:43:10.42	-70:24:49.30		
OGLE-LMC-RRLYR-00610	LMC147.2	1144	RRab	04:43:11.34	-68:08:40.20		
OGLE-LMC-RRLYR-00611	LMC146.3	658	RRab	04:43:12.58	-67:23:59.40		
OGLE-LMC-RRLYR-00612	LMC148.2	8710	RRab	04:43:12.70	-68:47:04.80		
OGLE-LMC-RRLYR-00613	LMC144.8	6065	RRab	04:43:12.83	-70:43:36.90		
OGLE-LMC-RRLYR-00614	LMC146.4	571	RRab	04:43:12.86	-67:18:18.70		
OGLE-LMC-RRLYR-00615	LMC143.7	1049	RRab	04:43:13.57	-69:56:34.50		
OGLE-LMC-RRLYR-00616	LMC145.7	4448	RRab	04:43:14.07	-66:57:53.00		
OGLE-LMC-RRLYR-00617	LMC144.8	6077	RRab	04:43:14.97	-70:36:01.90		
OGLE-LMC-RRLYR-00618	LMC148.2	8740	RRab	04:43:15.37	-68:45:29.70		
OGLE-LMC-RRLYR-00619	LMC142.7	1103	RRab	04:43:16.59	-69:15:57.90		
OGLE-LMC-RRLYR-00620	LMC142.5	1036	RRab	04:43:16.71	-68:58:34.90		
OGLE-LMC-RRLYR-00621	LMC149.1	8743	RRab	04:43:16.90	-69:32:51.00		
OGLE-LMC-RRLYR-00623	LMC145.7	4456	RRab	04:43:17.74	-66:55:24.80		
OGLE-LMC-RRLYR-00625	LMC147.1	1031	RRab	04:43:20.34	-68:17:42.50		
OGLE-LMC-RRLYR-00626	LMC149.2	8788	RRab	04:43:22.46	-69:20:20.70		
OGLE-LMC-RRLYR-00628	LMC147.1	1061	RRab	04:43:25.90	-68:15:27.90		
OGLE-LMC-RRLYR-00629	LMC144.5	7581	RRab	04:43:27.32	-70:12:31.40		
OGLE-LMC-RRLYR-00632	LMC147.2	1243	RRab	04:43:29.17	-68:09:09.80		
OGLE-LMC-RRLYR-00634	LMC143.8	1118	RRab	04:43:29.65	-70:03:08.40		
OGLE-LMC-RRLYR-00635	LMC142.6	1263	RRab	04:43:30.64	-69:13:42.90		
OGLE-LMC-RRLYR-00636	LMC142.7	1208	RRab	04:43:31.42	-69:22:58.90		
OGLE-LMC-RRLYR-00637	LMC146.4	639	RRab	04:43:32.07	-67:17:29.50		
OGLE-LMC-RRLYR-00638	LMC148.3	8428	RRab	04:43:32.07	-68:30:44.30		
OGLE-LMC-RRLYR-00639	LMC142.6	1283	RRab	04:43:34.93	-69:08:53.90		
OGLE-LMC-RRLYR-00640	LMC145.7	4515	RRab	04:43:37.55	-66:55:19.80		
OGLE-LMC-RRLYR-00641	LMC142.6	107	RRab	04:43:37.71	-69:11:45.80		
OGLE-LMC-RRLYR-00642	LMC144.5	7659	RRab	04:43:37.88	-70:15:13.70		
OGLE-LMC-RRLYR-00643	LMC142.8	2130	RRab	04:43:39.96	-69:26:49.80		
OGLE-LMC-RRLYR-00644	LMC148.4	8308	RRab	04:43:40.06	-68:29:31.60		
OGLE-LMC-RRLYR-00645	LMC144.8	7103	RRab	04:43:40.35	-70:43:45.20		
OGLE-LMC-RRLYR-00648	LMC147.1	1152	RRab	04:43:42.55	-68:21:27.80		
OGLE-LMC-RRLYR-00649	LMC142.5	1201	RRab	04:43:43.05	-69:03:07.30		
OGLE-LMC-RRLYR-00650	LMC148.4	8327	RRab	04:43:43.67	-68:27:06.50		
OGLE-LMC-RRLYR-00652	LMC147.1	7603	RRab	04:43:45.90	-68:16:20.60		
OGLE-LMC-RRLYR-00653	LMC143.8	1244	RRab	04:43:46.69	-70:06:06.50		
OGLE-LMC-RRLYR-00654	LMC145.3	427	RRab	04:43:47.14	-66:48:45.40		
OGLE-LMC-RRLYR-00655	LMC144.8	6353	RRab	04:43:49.08	-70:38:16.20		
OGLE-LMC-RRLYR-00656	LMC147.1	7615	RRab	04:43:49.22	-68:21:20.40		
OGLE-LMC-RRLYR-00657	LMC142.7	1323	RRab	04:43:50.08	-69:20:00.60		
OGLE-LMC-RRLYR-00658	LMC143.7	1324	RRab	04:43:50.20	-69:55:42.50		
OGLE-LMC-RRLYR-00659	LMC147.2	8805	RRab	04:43:51.48	-68:12:33.70		
OGLE-LMC-RRLYR-00660	LMC147.1	7644	RRab	04:43:51.94	-68:13:54.10		
OGLE-LMC-RRLYR-00661	LMC142.5	1278	RRab	04:43:52.35	-69:04:53.10		
OGLE-LMC-RRLYR-00662	LMC143.6	1696	RRab	04:43:53.86	-69:43:39.40		
OGLE-LMC-RRLYR-00663	LMC143.6	1702	RRab	04:43:54.23	-69:45:09.40		
OGLE-LMC-RRLYR-00664	LMC142.8	1280	RRab	04:43:54.80	-69:26:26.80		
OGLE-LMC-RRLYR-00665	LMC145.1	517	RRab	04:43:57.45	-67:09:26.60		
OGLE-LMC-RRLYR-00666	LMC142.7	1379	RRab	04:43:58.16	-69:19:52.50		
OGLE-LMC-RRLYR-00667	LMC144.8	6433	RRab	04:43:59.61	-70:40:23.40		
OGLE-LMC-RRLYR-00668	LMC144.8	6439	RRab	04:44:00.05	-70:41:15.50		
OGLE-LMC-RRLYR-00669	LMC147.3	7772	RRab	04:44:00.79	-67:55:43.30		
OGLE-LMC-RRLYR-00670	LMC146.3	872	RRab	04:44:01.88	-67:26:39.20		
OGLE-LMC-RRLYR-00671	LMC144.6	7620	RRab	04:44:02.53	-70:22:26.40		
OGLE-LMC-RRLYR-00672	LMC142.5	1326	RRab	04:44:03.43	-68:57:02.30		
OGLE-LMC-RRLYR-00673	LMC148.3	8622	RRab	04:44:03.89	-68:37:43.70		
OGLE-LMC-RRLYR-00675	LMC146.4	396	RRab	04:44:05.00	-67:12:21.20		
OGLE-LMC-RRLYR-00676	LMC143.7	8953	RRab	04:44:09.19	-69:53:37.10		
OGLE-LMC-RRLYR-00677	LMC143.5	8942	RRab	04:44:09.85	-69:34:30.80		
OGLE-LMC-RRLYR-00678	LMC146.1	917	RRab	04:44:10.10	-67:43:26.00		
OGLE-LMC-RRLYR-00679	LMC142.7	1448	RRab	04:44:10.11	-69:16:09.60		
OGLE-LMC-RRLYR-00680	LMC144.5	7913	RRab	04:44:10.71	-70:10:42.40		
OGLE-LMC-RRLYR-00681	LMC147.1	7759	RRab	04:44:12.68	-68:20:00.00		
OGLE-LMC-RRLYR-00682	LMC147.2	8919	RRab	04:44:13.19	-68:12:42.80		
OGLE-LMC-RRLYR-00684	LMC142.7	1485	RRab	04:44:14.17	-69:21:36.50		
OGLE-LMC-RRLYR-00686	LMC146.2	933	RRab	04:44:15.05	-67:35:20.40		
OGLE-LMC-RRLYR-00688	LMC147.2	8944	RRab	04:44:16.10	-68:04:32.80		
OGLE-LMC-RRLYR-00689	LMC147.3	7893	RRab	04:44:17.62	-68:00:06.70		
OGLE-LMC-RRLYR-00690	LMC144.5	7951	RRab	04:44:17.92	-70:13:16.30		
OGLE-LMC-RRLYR-00691	LMC144.8	6587	RRab	04:44:18.54	-70:36:42.40		
OGLE-LMC-RRLYR-00692	LMC147.2	8968	RRab	04:44:18.83	-68:07:05.50		
OGLE-LMC-RRLYR-00693	LMC142.7	1529	RRab	04:44:19.39	-69:21:05.90		
OGLE-LMC-RRLYR-00694	LMC144.7	8590	RRab	04:44:22.94	-70:31:06.00		
OGLE-LMC-RRLYR-00696	LMC145.2	612	RRab	04:44:24.73	-66:58:59.90		
OGLE-LMC-RRLYR-00697	LMC142.8	1481	RRab	04:44:24.99	-69:32:00.50		
OGLE-LMC-RRLYR-00698	LMC141.6	926	RRab	04:44:26.79	-68:30:27.60		
OGLE-LMC-RRLYR-00699	LMC147.3	7959	RRab	04:44:27.47	-67:57:30.70		
OGLE-LMC-RRLYR-00700	LMC142.7	1577	RRab	04:44:27.63	-69:23:33.80		
OGLE-LMC-RRLYR-00702	LMC145.1	625	RRab	04:44:28.05	-67:02:27.70		
OGLE-LMC-RRLYR-00703	LMC142.5	1491	RRab	04:44:28.07	-69:03:05.60		
OGLE-LMC-RRLYR-00705	LMC144.8	6662	RRab	04:44:28.63	-70:42:39.80		
OGLE-LMC-RRLYR-00706	LMC143.5	10198	RRab	04:44:29.24	-69:38:36.90		
OGLE-LMC-RRLYR-00707	LMC142.7	1589	RRab	04:44:29.69	-69:20:17.20		
OGLE-LMC-RRLYR-00708	LMC147.1	7873	RRab	04:44:29.81	-68:13:02.50		
OGLE-LMC-RRLYR-00709	LMC147.2	9020	RRab	04:44:29.97	-68:09:13.10		
OGLE-LMC-RRLYR-00710	LMC147.3	7170	RRab	04:44:29.97	-67:58:24.20		
OGLE-LMC-RRLYR-00711	LMC146.1	1045	RRab	04:44:30.98	-67:42:27.20		
OGLE-LMC-RRLYR-00713	LMC147.2	9039	RRab	04:44:33.38	-68:11:24.00		
OGLE-LMC-RRLYR-00714	LMC141.7	1032	RRab	04:44:34.05	-68:42:26.80		
OGLE-LMC-RRLYR-00716	LMC145.3	598	RRab	04:44:41.05	-66:48:14.80		
OGLE-LMC-RRLYR-00717	LMC143.8	8576	RRab	04:44:41.84	-70:01:27.80		
OGLE-LMC-RRLYR-00718	LMC147.2	9111	RRab	04:44:42.73	-68:11:04.20		
OGLE-LMC-RRLYR-00723	LMC145.2	690	RRab	04:44:45.50	-66:55:35.70		
OGLE-LMC-RRLYR-00725	LMC142.5	1615	RRab	04:44:45.90	-69:01:57.20		
OGLE-LMC-RRLYR-00729	LMC141.6	1081	RRab	04:44:46.96	-68:37:13.10		
OGLE-LMC-RRLYR-00731	LMC147.3	8066	RRab	04:44:47.96	-67:57:07.80		
OGLE-LMC-RRLYR-00732	LMC145.2	365	RRab	04:44:48.47	-67:00:49.40		
OGLE-LMC-RRLYR-00733	LMC147.4	6600	RRab	04:44:49.55	-67:51:04.00		
OGLE-LMC-RRLYR-00734	LMC143.5	10455	RRab	04:44:50.25	-69:37:37.20		
OGLE-LMC-RRLYR-00735	LMC144.3	702	RRab	04:44:50.62	-70:17:21.40		
OGLE-LMC-RRLYR-00736	LMC145.4	62	RRab	04:44:50.70	-66:43:02.50		
OGLE-LMC-RRLYR-00738	LMC147.3	8088	RRab	04:44:52.11	-68:03:24.00		
OGLE-LMC-RRLYR-00739	LMC141.6	2114	RRab	04:44:53.11	-68:36:06.90		
OGLE-LMC-RRLYR-00740	LMC143.5	9354	RRab	04:44:53.16	-69:35:23.20		
OGLE-LMC-RRLYR-00741	LMC147.4	7484	RRab	04:44:53.53	-67:46:51.10		
OGLE-LMC-RRLYR-00742	LMC142.7	12020	RRab	04:44:53.81	-69:15:06.50		
OGLE-LMC-RRLYR-00743	LMC147.1	8043	RRab	04:44:55.10	-68:20:27.30		
OGLE-LMC-RRLYR-00744	LMC144.1	655	RRab	04:44:57.14	-70:36:34.90		
OGLE-LMC-RRLYR-00745	LMC143.7	9370	RRab	04:44:57.21	-69:52:53.00		
OGLE-LMC-RRLYR-00746	LMC144.2	674	RRab	04:44:57.57	-70:27:11.10		
OGLE-LMC-RRLYR-00747	LMC147.1	8069	RRab	04:44:57.90	-68:16:43.20		
OGLE-LMC-RRLYR-00750	LMC141.8	1205	RRab	04:45:03.59	-68:51:23.20		
OGLE-LMC-RRLYR-00751	LMC146.2	7149	RRab	04:45:06.62	-67:30:19.30		
OGLE-LMC-RRLYR-00752	LMC141.5	1179	RRab	04:45:07.74	-68:22:53.30		
