# Kepler Asteroseismic Data
# KIC number: 1026032
# Season:     Q1
# TRF:        0
# Version:    8
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    54964.5127135 1.23190020e+04 4.01829672e+00 1.76619863e+04 5.71493769e+00
    54964.5331482 1.23218613e+04 4.01851368e+00 1.76518203e+04 5.72258520e+00
    54964.5535829 1.23179189e+04 4.01818419e+00 1.76468379e+04 5.72262812e+00
    54964.5740174 1.23074531e+04 4.01739311e+00 1.76347559e+04 5.71586132e+00
    54964.5944520 1.23084170e+04 4.01751661e+00 1.76348652e+04 5.72388887e+00
    54964.6148867 1.23158311e+04 4.01795244e+00 1.76492188e+04 5.71924400e+00
    54964.6353212 1.23169014e+04 4.01794434e+00 1.76533203e+04 5.71940374e+00
    54964.6557558 1.23169521e+04 4.01808023e+00 1.76550664e+04 5.72260284e+00
    54964.6761905 1.23071855e+04 4.01737928e+00 1.76413965e+04 5.72496271e+00
    54964.6966251 1.23091680e+04 4.01743841e+00 1.76441133e+04 5.72099781e+00
    54964.7170596 1.23183076e+04 4.01818132e+00 1.76586465e+04 5.71628428e+00
    54964.7374942 1.23120000e+04 4.01770163e+00 1.76463242e+04 5.72110462e+00
    54964.7579289 1.23211230e+04 4.01832342e+00 1.76607559e+04 5.72246265e+00
    54964.7783634 1.23058057e+04 4.01727152e+00 1.76400117e+04 5.71649265e+00
    54964.7987981 1.23210215e+04 4.01841068e+00 1.76580234e+04 5.72254133e+00
    54964.8192328 1.23176006e+04 4.01802063e+00 1.76550410e+04 5.72231293e+00
    54964.8396673 1.23176309e+04 4.01836443e+00 1.76551582e+04 5.72179937e+00
    54964.8601019 1.23202549e+04 4.01832438e+00 1.76590625e+04 5.72363138e+00
    54964.8805365 1.23240293e+04 4.01861191e+00 1.76630508e+04 5.72521448e+00
    54964.9009711 1.23138193e+04 4.01784754e+00 1.76484277e+04 5.72346306e+00
    54964.9214057 1.23208320e+04 4.01842022e+00 1.76608027e+04 5.71806860e+00
    54964.9418403 1.23175039e+04 4.01814890e+00 1.76525371e+04 5.72330904e+00
    54964.9622749 1.23226592e+04 4.01845169e+00 1.76613359e+04 5.72114468e+00
    54964.9827095 1.23115645e+04 4.01773596e+00 1.76460684e+04 5.72017241e+00
    54965.0031441 1.23185488e+04 4.01819324e+00 1.76555000e+04 5.72016048e+00
    54965.0235786 1.23158701e+04 4.01797867e+00 1.76521152e+04 5.71991348e+00
    54965.0440133 1.23218740e+04 4.01849079e+00 1.76589316e+04 5.72351122e+00
    54965.0644479 1.23214775e+04 4.01840782e+00 1.76613320e+04 5.72304201e+00
    54965.0848825 1.23221035e+04 4.01836681e+00 1.76589473e+04 5.72193336e+00
    54965.1053171 1.23179580e+04 4.01804113e+00 1.76536621e+04 5.72240782e+00
    54965.1257518 1.23154717e+04 4.01794529e+00 1.76515703e+04 5.72227573e+00
    54965.1461863 1.23112852e+04 4.01759863e+00 1.76433105e+04 5.72254181e+00
    54965.1666209 1.23242471e+04 4.01855421e+00 1.76636738e+04 5.71960497e+00
    54965.1870556 1.23204160e+04 4.01837111e+00 1.76562832e+04 5.72201681e+00
    54965.2074902 1.23225957e+04 4.01853085e+00 1.76622891e+04 5.72035980e+00
    54965.2279247 1.23137793e+04 4.01784754e+00 1.76466816e+04 5.72386026e+00
    54965.2483593 1.23280176e+04 4.01903391e+00 1.76666172e+04 5.72039461e+00
    54965.2687940 1.23180283e+04 4.01818037e+00 1.76545801e+04 5.72237730e+00
    54965.2892285 1.23164980e+04 4.01800442e+00 1.76506895e+04 5.72377253e+00
    54965.3096631 1.23206455e+04 4.01832438e+00 1.76579590e+04 5.72311640e+00
    54965.3300978 1.23321523e+04 4.01919270e+00 1.76717109e+04 5.72761679e+00
    54965.3505323 1.23202324e+04 4.01835346e+00 1.76568496e+04 5.72707224e+00
    54965.3709669 1.23191924e+04 4.01824522e+00 1.76553086e+04 5.72299242e+00
    54965.3914015 1.23228262e+04 4.01845789e+00 1.76589668e+04 5.72258091e+00
    54965.4118361 1.23074883e+04 4.01740026e+00 1.76404688e+04 5.71786737e+00
    54965.4322707 1.23247100e+04 4.01868582e+00 1.76621426e+04 5.72494888e+00
    54965.4527053 1.23127432e+04 4.01788521e+00 1.76452676e+04 5.72187519e+00
    54965.4731400 1.23291660e+04 4.01900911e+00 1.76682910e+04 5.72600079e+00
    54965.4935746 1.23334160e+04 4.01930666e+00 1.76756172e+04 5.72228050e+00
    54965.5140092 1.23264590e+04 4.01863861e+00 1.76656504e+04 5.72253132e+00
    54965.5344437 1.23322061e+04 4.01925039e+00 1.76709531e+04 5.72439671e+00
    54965.5548784 1.23257705e+04 4.01856136e+00 1.76651543e+04 5.72163773e+00
    54965.5753130 1.23242119e+04 4.01854134e+00 1.76612344e+04 5.72213745e+00
    54965.5957475 1.23280371e+04 4.01909733e+00 1.76656133e+04 5.72567272e+00
    54965.6161822 1.23182939e+04 4.01818991e+00 1.76529531e+04 5.72412586e+00
    54965.6366168 1.23221953e+04 4.01830244e+00 1.76578828e+04 5.72355270e+00
    54965.6570514 1.23277363e+04 4.01880646e+00 1.76676289e+04 5.71998119e+00
    54965.6774859 1.23320146e+04 4.01908064e+00 1.76707520e+04 5.72777224e+00
    54965.6979206 1.23196885e+04 4.01819801e+00 1.76534453e+04 5.72352076e+00
    54965.7183552 1.23403379e+04 4.01978397e+00 1.76859023e+04 5.72308922e+00
    54965.7387897 1.23294316e+04 4.01902676e+00 1.76667090e+04 5.72567797e+00
    54965.7592244 1.23205371e+04 4.01833916e+00 1.76558184e+04 5.72250414e+00
    54965.7796590 1.23309922e+04 4.01928043e+00 1.76681895e+04 5.72589684e+00
    54965.8000935 1.23297627e+04 4.01907539e+00 1.76698340e+04 5.72080803e+00
    54965.8205281 1.23327334e+04 4.01920605e+00 1.76727051e+04 5.71846008e+00
    54965.8409628 1.23279219e+04 4.01917315e+00 1.76643887e+04 5.72093296e+00
    54965.8613973 1.23315195e+04 4.01915407e+00 1.76719512e+04 5.72202778e+00
    54965.8818319 1.23339834e+04 4.01935291e+00 1.76730527e+04 5.72316456e+00
    54965.9022666 1.23337041e+04 4.01931047e+00 1.76749062e+04 5.72255707e+00
    54965.9227011 1.23333389e+04 4.01924229e+00 1.76704453e+04 5.72767210e+00
    54965.9431357 1.23389629e+04 4.01966095e+00 1.76816309e+04 5.72545147e+00
    54965.9635703 1.23292139e+04 4.01896095e+00 1.76671465e+04 5.72528887e+00
    54965.9840050 1.23410264e+04 4.01997280e+00 1.76817441e+04 5.72729111e+00
    54966.0044395 1.23292949e+04 4.01903820e+00 1.76662617e+04 5.72510338e+00
    54966.0248741 1.23386484e+04 4.01969337e+00 1.76798867e+04 5.72590351e+00
    54966.0453087 1.23316318e+04 4.01922321e+00 1.76702559e+04 5.72292709e+00
    54966.0657433 1.23276660e+04 4.01892948e+00 1.76627070e+04 5.72828054e+00
    54966.0861779 1.23300098e+04 4.01900721e+00 1.76663887e+04 5.72858715e+00
    54966.1066125 1.23345625e+04 4.01932812e+00 1.76746719e+04 5.72568560e+00
    54966.1270471 1.23360527e+04 4.01971912e+00 1.76728965e+04 5.72831345e+00
    54966.1474817 1.23320430e+04 4.01907539e+00 1.76707090e+04 5.72553349e+00
    54966.1679163 1.23252578e+04 4.01871014e+00 1.76577207e+04 5.72794819e+00
    54966.1883509 1.23318359e+04 4.01932383e+00 1.76697109e+04 5.72711849e+00
    54966.2087856 1.23387529e+04 4.01979923e+00 1.76791426e+04 5.72938776e+00
    54966.2292201 1.23409072e+04 4.01990128e+00 1.76803848e+04 5.73056269e+00
    54966.2496547 1.23357402e+04 4.01949835e+00 1.76740098e+04 5.72904491e+00
    54966.2700893 1.23346309e+04 4.01947021e+00 1.76722773e+04 5.72849131e+00
    54966.2905239 1.23357480e+04 4.01951218e+00 1.76752734e+04 5.72443962e+00
    54966.3109585 1.23304297e+04 4.01918507e+00 1.76651270e+04 5.72934246e+00
    54966.3313930 1.23312266e+04 4.01931572e+00 1.76662441e+04 5.72697020e+00
    54966.3518277 1.23308760e+04 4.01906681e+00 1.76687012e+04 5.72629404e+00
    54966.3722623 1.23300576e+04 4.01927185e+00 1.76638262e+04 5.72625828e+00
