# Kepler Asteroseismic Data
# KIC number: 8480662
# Season:     Q10
# TRF:        0
# Version:    4
# Time is in truncated barycentric julian date
# Time (days), Raw Flux, Raw Flux error, Corrected Flux, Corrected Flux error
#-----------------------------------------------------------
    55739.8461314 4.91649365e+03 3.53279877e+00           -Inf           -Inf
    55739.8665656 4.91284863e+03 3.53246522e+00 5.26492529e+03 3.72785711e+00
    55739.8869997 4.91387646e+03 3.53245282e+00 5.26615576e+03 3.72677493e+00
    55739.9074339 4.91725293e+03 3.53284383e+00 5.27032129e+03 3.72809768e+00
    55739.9278678 4.92602637e+03 3.53352833e+00 5.27974609e+03 3.72910285e+00
    55739.9483019 4.91662158e+03 3.53269720e+00 5.27000879e+03 3.72823334e+00
    55739.9687361 4.92372412e+03 3.53333831e+00 5.27755566e+03 3.72841954e+00
    55739.9891700 4.91661084e+03 3.53280854e+00 5.27016309e+03 3.72873425e+00
    55740.0096041 4.91549512e+03 3.53263140e+00 5.26931445e+03 3.72861028e+00
    55740.0300383 4.92570850e+03 3.53410029e+00 5.28029053e+03 3.72972775e+00
    55740.0504722 4.92008398e+03 3.53302646e+00 5.27463818e+03 3.72883296e+00
    55740.0709063 4.92145996e+03 3.53304982e+00 5.27608887e+03 3.72925973e+00
    55740.0913405 4.91917578e+03 3.53307104e+00 5.27404053e+03 3.72948003e+00
    55740.1117744 4.92372412e+03 3.53330994e+00 5.27881641e+03 3.73039889e+00
    55740.1322085 4.92170801e+03 3.53322339e+00 5.27680029e+03 3.72930336e+00
    55740.1526427 4.92181592e+03 3.53334928e+00 5.27718994e+03 3.73037601e+00
    55740.1730767 4.91935938e+03 3.53303957e+00 5.27493652e+03 3.72953582e+00
    55740.1935108 4.92613135e+03 3.53341222e+00 5.28234668e+03 3.72983623e+00
    55740.2139448 4.91602295e+03 3.53258419e+00 5.27161523e+03 3.72905827e+00
    55740.2343789 4.92169141e+03 3.53326893e+00 5.27768604e+03 3.72947574e+00
    55740.2548131 4.92503613e+03 3.53336549e+00 5.28140576e+03 3.73047471e+00
