# Extinction map of the Large Magellanic Cloud derived using OGLE-III RR Lyr stars
#
# When using this map, please cite our paper: Pejcha & Stanek (2009)
#
# Version: May 19 2009
#
# Description
# 
# The map is given sinusoidal projection. You can compute projected coordinates (x,y) for your target from
#  x = (RA-80.35)*cos(DEC)
#  y = DEC+69.68
# Here RA and DEC are given in degrees. The map is pixelized in fixed spatial resolution of 0.2 sq. deg.
#
# Column 1: Minimum x
# Column 2: Maximum x
# Column 3: Minimum y
# Column 4: Maximum y
# Column 5: mean E(V-I)
# Column 6: rms of E(V-I)
# Column 7: internal reddening in the sense E(V-I)_distant - E(V-I)_close
# Column 8: Number of stars in pixel
#
#
# If number of stars in pixel is < 2 we give zeros in Columns 5-7.
# If number of stars in pixel is < 4 we give zero in Column 7.
# Robust rms scatter of internal reddening is 0.058 mag. Therefore, all values of internal reddening that are lower than ~0.06 mag are consistent with zero.
#
#
minX     maxX    minY    maxY   Ext    rms     delta  n
-2.700  -2.500  -1.600  -1.400  0.000  0.000   0.000  0
-2.700  -2.500  -1.400  -1.200  0.000  0.000   0.000  0
-2.700  -2.500  -1.200  -1.000  0.000  0.000   0.000  1
-2.700  -2.500  -1.000  -0.800  0.145  0.039   0.021  7
-2.700  -2.500  -0.800  -0.600  0.267  0.217   0.249  9
-2.700  -2.500  -0.600  -0.400  0.166  0.018  -0.021  6
-2.700  -2.500  -0.400  -0.200  0.161  0.034   0.006  6
-2.700  -2.500  -0.200  -0.000  0.216  0.084   0.051  5
-2.700  -2.500   0.000   0.200  0.167  0.057   0.053  11
-2.700  -2.500   0.200   0.400  0.265  0.110   0.161  6
-2.700  -2.500   0.400   0.600  0.228  0.085   0.134  4
-2.700  -2.500   0.600   0.800  0.190  0.084   0.140  12
-2.700  -2.500   0.800   1.000  0.166  0.044  -0.007  11
-2.700  -2.500   1.000   1.200  0.162  0.043   0.042  8
-2.700  -2.500   1.200   1.400  0.179  0.085   0.100  13
-2.700  -2.500   1.400   1.600  0.208  0.085   0.000  3
-2.700  -2.500   1.600   1.800  0.183  0.063   0.012  5
-2.700  -2.500   1.800   2.000  0.141  0.066   0.068  5
-2.700  -2.500   2.000   2.200  0.131  0.022   0.014  4
-2.700  -2.500   2.200   2.400  0.100  0.046  -0.046  5
-2.700  -2.500   2.400   2.600  0.099  0.041   0.000  3
-2.700  -2.500   2.600   2.800  0.121  0.070   0.003  6
-2.700  -2.500   2.800   3.000  0.094  0.019   0.011  5
-2.700  -2.500   3.000   3.200  0.000  0.000   0.000  1
-2.700  -2.500   3.200   3.400  0.000  0.000   0.000  0
-2.500  -2.300  -3.400  -3.200  0.000  0.000   0.000  0
-2.500  -2.300  -3.200  -3.000  0.000  0.000   0.000  0
-2.500  -2.300  -3.000  -2.800  0.000  0.000   0.000  0
-2.500  -2.300  -2.800  -2.600  0.000  0.000   0.000  0
-2.500  -2.300  -2.600  -2.400  0.000  0.000   0.000  0
-2.500  -2.300  -2.400  -2.200  0.000  0.000   0.000  0
-2.500  -2.300  -2.200  -2.000  0.000  0.000   0.000  0
-2.500  -2.300  -2.000  -1.800  0.000  0.000   0.000  0
-2.500  -2.300  -1.800  -1.600  0.000  0.000   0.000  0
-2.500  -2.300  -1.600  -1.400  0.000  0.000   0.000  0
-2.500  -2.300  -1.400  -1.200  0.000  0.000   0.000  0
-2.500  -2.300  -1.200  -1.000  0.146  0.126   0.000  2
-2.500  -2.300  -1.000  -0.800  0.139  0.052   0.062  9
-2.500  -2.300  -0.800  -0.600  0.115  0.036   0.013  8
-2.500  -2.300  -0.600  -0.400  0.129  0.027  -0.009  7
-2.500  -2.300  -0.400  -0.200  0.249  0.331   0.253  8
-2.500  -2.300  -0.200  -0.000  0.150  0.032   0.023  5
-2.500  -2.300   0.000   0.200  0.167  0.087   0.018  15
-2.500  -2.300   0.200   0.400  0.161  0.051   0.046  16
-2.500  -2.300   0.400   0.600  0.161  0.056  -0.027  9
-2.500  -2.300   0.600   0.800  0.162  0.043   0.000  3
-2.500  -2.300   0.800   1.000  0.173  0.045  -0.035  14
-2.500  -2.300   1.000   1.200  0.247  0.105   0.141  7
-2.500  -2.300   1.200   1.400  0.210  0.056   0.066  6
-2.500  -2.300   1.400   1.600  0.104  0.052  -0.056  7
-2.500  -2.300   1.600   1.800  0.121  0.065  -0.054  6
-2.500  -2.300   1.800   2.000  0.140  0.052   0.069  9
-2.500  -2.300   2.000   2.200  0.139  0.079   0.062  10
-2.500  -2.300   2.200   2.400  0.087  0.055   0.011  7
-2.500  -2.300   2.400   2.600  0.140  0.096   0.135  4
-2.500  -2.300   2.600   2.800  0.119  0.026   0.000  3
-2.500  -2.300   2.800   3.000  0.092  0.043  -0.002  8
-2.500  -2.300   3.000   3.200  0.000  0.000   0.000  0
-2.500  -2.300   3.200   3.400  0.000  0.000   0.000  0
-2.300  -2.100  -3.400  -3.200  0.000  0.000   0.000  0
-2.300  -2.100  -3.200  -3.000  0.000  0.000   0.000  0
-2.300  -2.100  -3.000  -2.800  0.000  0.000   0.000  0
-2.300  -2.100  -2.800  -2.600  0.000  0.000   0.000  0
-2.300  -2.100  -2.600  -2.400  0.000  0.000   0.000  0
-2.300  -2.100  -2.400  -2.200  0.000  0.000   0.000  0
-2.300  -2.100  -2.200  -2.000  0.000  0.000   0.000  0
-2.300  -2.100  -2.000  -1.800  0.000  0.000   0.000  0
-2.300  -2.100  -1.800  -1.600  0.000  0.000   0.000  0
-2.300  -2.100  -1.600  -1.400  0.182  0.042   0.000  2
-2.300  -2.100  -1.400  -1.200  0.160  0.047   0.059  7
-2.300  -2.100  -1.200  -1.000  0.138  0.046   0.063  5
-2.300  -2.100  -1.000  -0.800  0.119  0.044   0.000  7
-2.300  -2.100  -0.800  -0.600  0.141  0.030  -0.011  7
-2.300  -2.100  -0.600  -0.400  0.125  0.040  -0.020  11
-2.300  -2.100  -0.400  -0.200  0.123  0.080   0.026  11
-2.300  -2.100  -0.200  -0.000  0.161  0.032  -0.014  6
-2.300  -2.100   0.000   0.200  0.137  0.072  -0.018  6
-2.300  -2.100   0.200   0.400  0.114  0.060   0.031  11
-2.300  -2.100   0.400   0.600  0.137  0.087   0.066  9
-2.300  -2.100   0.600   0.800  0.206  0.088  -0.007  5
-2.300  -2.100   0.800   1.000  0.137  0.109   0.143  8
-2.300  -2.100   1.000   1.200  0.178  0.051   0.049  11
-2.300  -2.100   1.200   1.400  0.164  0.089   0.014  6
-2.300  -2.100   1.400   1.600  0.130  0.045  -0.009  15
-2.300  -2.100   1.600   1.800  0.223  0.104   0.082  8
-2.300  -2.100   1.800   2.000  0.167  0.084   0.099  9
-2.300  -2.100   2.000   2.200  0.133  0.042   0.022  8
-2.300  -2.100   2.200   2.400  0.137  0.028  -0.018  4
-2.300  -2.100   2.400   2.600  0.166  0.107   0.211  4
-2.300  -2.100   2.600   2.800  0.090  0.015   0.000  2
-2.300  -2.100   2.800   3.000  0.126  0.024   0.000  3
-2.300  -2.100   3.000   3.200  0.000  0.000   0.000  0
-2.300  -2.100   3.200   3.400  0.000  0.000   0.000  0
-2.100  -1.900  -3.400  -3.200  0.000  0.000   0.000  0
-2.100  -1.900  -3.200  -3.000  0.000  0.000   0.000  0
-2.100  -1.900  -3.000  -2.800  0.000  0.000   0.000  0
-2.100  -1.900  -2.800  -2.600  0.000  0.000   0.000  0
-2.100  -1.900  -2.600  -2.400  0.000  0.000   0.000  0
-2.100  -1.900  -2.400  -2.200  0.000  0.000   0.000  0
-2.100  -1.900  -2.200  -2.000  0.000  0.000   0.000  0
-2.100  -1.900  -2.000  -1.800  0.000  0.000   0.000  0
-2.100  -1.900  -1.800  -1.600  0.130  0.020   0.000  2
-2.100  -1.900  -1.600  -1.400  0.159  0.053   0.013  9
-2.100  -1.900  -1.400  -1.200  0.128  0.024  -0.005  7
-2.100  -1.900  -1.200  -1.000  0.106  0.047   0.002  8
-2.100  -1.900  -1.000  -0.800  0.121  0.053   0.032  9
-2.100  -1.900  -0.800  -0.600  0.133  0.032   0.023  8
-2.100  -1.900  -0.600  -0.400  0.093  0.047  -0.045  8
-2.100  -1.900  -0.400  -0.200  0.128  0.029  -0.001  11
-2.100  -1.900  -0.200  -0.000  0.140  0.054  -0.049  13
-2.100  -1.900   0.000   0.200  0.163  0.097  -0.045  17
-2.100  -1.900   0.200   0.400  0.243  0.107   0.035  16
-2.100  -1.900   0.400   0.600  0.163  0.116  -0.003  18
-2.100  -1.900   0.600   0.800  0.139  0.079   0.047  18
-2.100  -1.900   0.800   1.000  0.124  0.035  -0.018  11
-2.100  -1.900   1.000   1.200  0.141  0.038  -0.031  11
-2.100  -1.900   1.200   1.400  0.179  0.103  -0.037  8
-2.100  -1.900   1.400   1.600  0.148  0.017   0.001  4
-2.100  -1.900   1.600   1.800  0.171  0.079  -0.066  7
-2.100  -1.900   1.800   2.000  0.090  0.052   0.016  8
-2.100  -1.900   2.000   2.200  0.110  0.054  -0.011  6
-2.100  -1.900   2.200   2.400  0.103  0.022   0.021  6
-2.100  -1.900   2.400   2.600  0.113  0.041  -0.030  8
-2.100  -1.900   2.600   2.800  0.051  0.035   0.000  3
-2.100  -1.900   2.800   3.000  0.088  0.023   0.029  6
-2.100  -1.900   3.000   3.200  0.092  0.036   0.000  3
-2.100  -1.900   3.200   3.400  0.000  0.000   0.000  0
-1.900  -1.700  -3.400  -3.200  0.000  0.000   0.000  0
-1.900  -1.700  -3.200  -3.000  0.000  0.000   0.000  0
-1.900  -1.700  -3.000  -2.800  0.000  0.000   0.000  0
-1.900  -1.700  -2.800  -2.600  0.000  0.000   0.000  0
-1.900  -1.700  -2.600  -2.400  0.000  0.000   0.000  0
-1.900  -1.700  -2.400  -2.200  0.000  0.000   0.000  0
-1.900  -1.700  -2.200  -2.000  0.000  0.000   0.000  0
-1.900  -1.700  -2.000  -1.800  0.000  0.000   0.000  0
-1.900  -1.700  -1.800  -1.600  0.000  0.000   0.000  1
-1.900  -1.700  -1.600  -1.400  0.108  0.022   0.006  8
-1.900  -1.700  -1.400  -1.200  0.075  0.039   0.008  14
-1.900  -1.700  -1.200  -1.000  0.140  0.140   0.080  9
-1.900  -1.700  -1.000  -0.800  0.097  0.027  -0.026  14
-1.900  -1.700  -0.800  -0.600  0.093  0.034   0.015  15
-1.900  -1.700  -0.600  -0.400  0.098  0.047   0.028  13
-1.900  -1.700  -0.400  -0.200  0.096  0.030  -0.005  13
-1.900  -1.700  -0.200  -0.000  0.131  0.037  -0.000  22
-1.900  -1.700   0.000   0.200  0.144  0.064  -0.039  18
-1.900  -1.700   0.200   0.400  0.138  0.046  -0.016  10
-1.900  -1.700   0.400   0.600  0.092  0.063  -0.027  12
-1.900  -1.700   0.600   0.800  0.217  0.114   0.100  17
-1.900  -1.700   0.800   1.000  0.118  0.043   0.013  12
-1.900  -1.700   1.000   1.200  0.158  0.093   0.055  9
-1.900  -1.700   1.200   1.400  0.157  0.059   0.032  15
-1.900  -1.700   1.400   1.600  0.147  0.065   0.061  17
-1.900  -1.700   1.600   1.800  0.114  0.041   0.056  10
-1.900  -1.700   1.800   2.000  0.128  0.041   0.018  10
-1.900  -1.700   2.000   2.200  0.151  0.096   0.000  2
-1.900  -1.700   2.200   2.400  0.131  0.096   0.038  6
-1.900  -1.700   2.400   2.600  0.131  0.071  -0.003  11
-1.900  -1.700   2.600   2.800  0.119  0.051   0.067  8
-1.900  -1.700   2.800   3.000  0.191  0.129   0.203  5
-1.900  -1.700   3.000   3.200  0.066  0.011   0.000  3
-1.900  -1.700   3.200   3.400  0.000  0.000   0.000  0
-1.700  -1.500  -3.400  -3.200  0.000  0.000   0.000  0
-1.700  -1.500  -3.200  -3.000  0.000  0.000   0.000  0
-1.700  -1.500  -3.000  -2.800  0.000  0.000   0.000  0
-1.700  -1.500  -2.800  -2.600  0.000  0.000   0.000  0
-1.700  -1.500  -2.600  -2.400  0.000  0.000   0.000  0
-1.700  -1.500  -2.400  -2.200  0.000  0.000   0.000  0
-1.700  -1.500  -2.200  -2.000  0.000  0.000   0.000  0
-1.700  -1.500  -2.000  -1.800  0.000  0.000   0.000  0
-1.700  -1.500  -1.800  -1.600  0.000  0.000   0.000  0
-1.700  -1.500  -1.600  -1.400  0.095  0.018  -0.013  8
-1.700  -1.500  -1.400  -1.200  0.103  0.036  -0.015  9
-1.700  -1.500  -1.200  -1.000  0.115  0.041   0.007  12
-1.700  -1.500  -1.000  -0.800  0.098  0.057   0.053  10
-1.700  -1.500  -0.800  -0.600  0.085  0.046  -0.013  16
-1.700  -1.500  -0.600  -0.400  0.123  0.084  -0.027  16
-1.700  -1.500  -0.400  -0.200  0.110  0.031   0.016  18
-1.700  -1.500  -0.200  -0.000  0.136  0.040  -0.014  18
-1.700  -1.500   0.000   0.200  0.128  0.076  -0.006  25
-1.700  -1.500   0.200   0.400  0.108  0.046  -0.025  19
-1.700  -1.500   0.400   0.600  0.127  0.074   0.058  26
-1.700  -1.500   0.600   0.800  0.124  0.111  -0.024  15
-1.700  -1.500   0.800   1.000  0.129  0.097  -0.068  18
-1.700  -1.500   1.000   1.200  0.155  0.110   0.120  24
-1.700  -1.500   1.200   1.400  0.115  0.072   0.088  9
-1.700  -1.500   1.400   1.600  0.196  0.247   0.163  15
-1.700  -1.500   1.600   1.800  0.112  0.073   0.030  8
-1.700  -1.500   1.800   2.000  0.093  0.030   0.031  6
-1.700  -1.500   2.000   2.200  0.128  0.079  -0.012  9
-1.700  -1.500   2.200   2.400  0.126  0.061   0.065  7
-1.700  -1.500   2.400   2.600  0.175  0.167   0.132  8
-1.700  -1.500   2.600   2.800  0.088  0.058   0.054  4
-1.700  -1.500   2.800   3.000  0.113  0.016   0.000  3
-1.700  -1.500   3.000   3.200  0.145  0.092   0.157  4
-1.700  -1.500   3.200   3.400  0.000  0.000   0.000  0
-1.500  -1.300  -3.400  -3.200  0.000  0.000   0.000  0
-1.500  -1.300  -3.200  -3.000  0.000  0.000   0.000  0
-1.500  -1.300  -3.000  -2.800  0.000  0.000   0.000  0
-1.500  -1.300  -2.800  -2.600  0.000  0.000   0.000  0
-1.500  -1.300  -2.600  -2.400  0.000  0.000   0.000  0
-1.500  -1.300  -2.400  -2.200  0.000  0.000   0.000  0
-1.500  -1.300  -2.200  -2.000  0.000  0.000   0.000  0
-1.500  -1.300  -2.000  -1.800  0.000  0.000   0.000  0
-1.500  -1.300  -1.800  -1.600  0.000  0.000   0.000  1
-1.500  -1.300  -1.600  -1.400  0.120  0.038   0.041  12
-1.500  -1.300  -1.400  -1.200  0.133  0.056  -0.008  9
-1.500  -1.300  -1.200  -1.000  0.111  0.089   0.037  17
-1.500  -1.300  -1.000  -0.800  0.123  0.065  -0.070  14
-1.500  -1.300  -0.800  -0.600  0.098  0.053  -0.011  18
-1.500  -1.300  -0.600  -0.400  0.118  0.070  -0.019  22
-1.500  -1.300  -0.400  -0.200  0.144  0.059  -0.016  27
-1.500  -1.300  -0.200  -0.000  0.126  0.057  -0.003  29
-1.500  -1.300   0.000   0.200  0.131  0.108  -0.048  21
-1.500  -1.300   0.200   0.400  0.102  0.053  -0.047  17
-1.500  -1.300   0.400   0.600  0.153  0.077  -0.015  22
-1.500  -1.300   0.600   0.800  0.128  0.090   0.024  15
-1.500  -1.300   0.800   1.000  0.098  0.058  -0.003  26
-1.500  -1.300   1.000   1.200  0.139  0.093   0.101  13
-1.500  -1.300   1.200   1.400  0.093  0.048   0.030  19
-1.500  -1.300   1.400   1.600  0.235  0.197   0.306  11
-1.500  -1.300   1.600   1.800  0.109  0.071   0.046  14
-1.500  -1.300   1.800   2.000  0.095  0.035   0.045  10
-1.500  -1.300   2.000   2.200  0.095  0.048   0.014  12
-1.500  -1.300   2.200   2.400  0.112  0.065   0.041  5
-1.500  -1.300   2.400   2.600  0.087  0.059  -0.009  9
-1.500  -1.300   2.600   2.800  0.115  0.050  -0.004  8
-1.500  -1.300   2.800   3.000  0.082  0.036   0.031  6
-1.500  -1.300   3.000   3.200  0.000  0.000   0.000  0
-1.500  -1.300   3.200   3.400  0.000  0.000   0.000  0
-1.300  -1.100  -3.400  -3.200  0.000  0.000   0.000  0
-1.300  -1.100  -3.200  -3.000  0.000  0.000   0.000  0
-1.300  -1.100  -3.000  -2.800  0.000  0.000   0.000  0
-1.300  -1.100  -2.800  -2.600  0.000  0.000   0.000  0
-1.300  -1.100  -2.600  -2.400  0.000  0.000   0.000  0
-1.300  -1.100  -2.400  -2.200  0.000  0.000   0.000  0
-1.300  -1.100  -2.200  -2.000  0.000  0.000   0.000  0
-1.300  -1.100  -2.000  -1.800  0.000  0.000   0.000  0
-1.300  -1.100  -1.800  -1.600  0.121  0.023   0.000  3
-1.300  -1.100  -1.600  -1.400  0.099  0.036  -0.002  11
-1.300  -1.100  -1.400  -1.200  0.115  0.031  -0.004  14
-1.300  -1.100  -1.200  -1.000  0.116  0.036   0.026  13
-1.300  -1.100  -1.000  -0.800  0.097  0.043  -0.020  20
-1.300  -1.100  -0.800  -0.600  0.095  0.041   0.009  15
-1.300  -1.100  -0.600  -0.400  0.143  0.129   0.054  19
-1.300  -1.100  -0.400  -0.200  0.124  0.082   0.030  28
-1.300  -1.100  -0.200  -0.000  0.144  0.078  -0.034  35
-1.300  -1.100   0.000   0.200  0.114  0.054   0.014  31
-1.300  -1.100   0.200   0.400  0.139  0.081  -0.002  28
-1.300  -1.100   0.400   0.600  0.144  0.072  -0.025  19
-1.300  -1.100   0.600   0.800  0.163  0.109   0.019  25
-1.300  -1.100   0.800   1.000  0.105  0.074  -0.002  25
-1.300  -1.100   1.000   1.200  0.097  0.068   0.084  16
-1.300  -1.100   1.200   1.400  0.165  0.130   0.115  22
-1.300  -1.100   1.400   1.600  0.117  0.047   0.052  21
-1.300  -1.100   1.600   1.800  0.113  0.059  -0.018  12
-1.300  -1.100   1.800   2.000  0.151  0.100   0.132  7
-1.300  -1.100   2.000   2.200  0.086  0.049  -0.009  10
-1.300  -1.100   2.200   2.400  0.099  0.023  -0.011  11
-1.300  -1.100   2.400   2.600  0.144  0.085   0.074  7
-1.300  -1.100   2.600   2.800  0.128  0.037   0.000  2
-1.300  -1.100   2.800   3.000  0.088  0.058   0.069  5
-1.300  -1.100   3.000   3.200  0.118  0.035   0.055  4
-1.300  -1.100   3.200   3.400  0.000  0.000   0.000  0
-1.100  -0.900  -3.400  -3.200  0.000  0.000   0.000  0
-1.100  -0.900  -3.200  -3.000  0.000  0.000   0.000  0
-1.100  -0.900  -3.000  -2.800  0.000  0.000   0.000  0
-1.100  -0.900  -2.800  -2.600  0.000  0.000   0.000  0
-1.100  -0.900  -2.600  -2.400  0.000  0.000   0.000  0
-1.100  -0.900  -2.400  -2.200  0.000  0.000   0.000  0
-1.100  -0.900  -2.200  -2.000  0.000  0.000   0.000  0
-1.100  -0.900  -2.000  -1.800  0.000  0.000   0.000  0
-1.100  -0.900  -1.800  -1.600  0.130  0.034   0.000  2
-1.100  -0.900  -1.600  -1.400  0.118  0.044  -0.007  13
-1.100  -0.900  -1.400  -1.200  0.149  0.045  -0.000  17
-1.100  -0.900  -1.200  -1.000  0.115  0.042  -0.002  17
-1.100  -0.900  -1.000  -0.800  0.125  0.072  -0.000  20
-1.100  -0.900  -0.800  -0.600  0.130  0.058   0.017  24
-1.100  -0.900  -0.600  -0.400  0.124  0.075   0.041  18
-1.100  -0.900  -0.400  -0.200  0.119  0.049  -0.003  22
-1.100  -0.900  -0.200  -0.000  0.128  0.049  -0.030  33
-1.100  -0.900   0.000   0.200  0.151  0.178  -0.109  33
-1.100  -0.900   0.200   0.400  0.162  0.140   0.151  25
-1.100  -0.900   0.400   0.600  0.151  0.109  -0.013  30
-1.100  -0.900   0.600   0.800  0.107  0.089   0.004  27
-1.100  -0.900   0.800   1.000  0.147  0.114   0.055  25
-1.100  -0.900   1.000   1.200  0.148  0.081   0.040  19
-1.100  -0.900   1.200   1.400  0.154  0.069   0.061  27
-1.100  -0.900   1.400   1.600  0.133  0.048   0.026  21
-1.100  -0.900   1.600   1.800  0.151  0.079   0.086  19
-1.100  -0.900   1.800   2.000  0.107  0.059   0.030  13
-1.100  -0.900   2.000   2.200  0.124  0.041   0.016  10
-1.100  -0.900   2.200   2.400  0.152  0.072  -0.030  5
-1.100  -0.900   2.400   2.600  0.147  0.081   0.120  9
-1.100  -0.900   2.600   2.800  0.157  0.026   0.047  6
-1.100  -0.900   2.800   3.000  0.143  0.012   0.000  2
-1.100  -0.900   3.000   3.200  0.140  0.005   0.000  2
-1.100  -0.900   3.200   3.400  0.000  0.000   0.000  0
-0.900  -0.700  -3.400  -3.200  0.000  0.000   0.000  0
-0.900  -0.700  -3.200  -3.000  0.000  0.000   0.000  0
-0.900  -0.700  -3.000  -2.800  0.000  0.000   0.000  0
-0.900  -0.700  -2.800  -2.600  0.000  0.000   0.000  0
-0.900  -0.700  -2.600  -2.400  0.000  0.000   0.000  0
-0.900  -0.700  -2.400  -2.200  0.000  0.000   0.000  0
-0.900  -0.700  -2.200  -2.000  0.000  0.000   0.000  0
-0.900  -0.700  -2.000  -1.800  0.000  0.000   0.000  0
-0.900  -0.700  -1.800  -1.600  0.094  0.028   0.000  2
-0.900  -0.700  -1.600  -1.400  0.147  0.070   0.078  12
-0.900  -0.700  -1.400  -1.200  0.141  0.065   0.006  22
-0.900  -0.700  -1.200  -1.000  0.117  0.041   0.024  21
-0.900  -0.700  -1.000  -0.800  0.130  0.071   0.021  23
-0.900  -0.700  -0.800  -0.600  0.108  0.057   0.035  25
-0.900  -0.700  -0.600  -0.400  0.095  0.050  -0.006  38
-0.900  -0.700  -0.400  -0.200  0.094  0.045  -0.020  39
-0.900  -0.700  -0.200  -0.000  0.088  0.054  -0.025  37
-0.900  -0.700   0.000   0.200  0.166  0.120   0.028  29
-0.900  -0.700   0.200   0.400  0.144  0.134   0.046  35
-0.900  -0.700   0.400   0.600  0.139  0.096   0.015  37
-0.900  -0.700   0.600   0.800  0.195  0.179   0.044  35
-0.900  -0.700   0.800   1.000  0.112  0.064   0.030  36
-0.900  -0.700   1.000   1.200  0.110  0.066   0.007  22
-0.900  -0.700   1.200   1.400  0.153  0.064   0.069  18
-0.900  -0.700   1.400   1.600  0.123  0.069   0.021  18
-0.900  -0.700   1.600   1.800  0.090  0.047   0.022  14
-0.900  -0.700   1.800   2.000  0.144  0.087   0.112  12
-0.900  -0.700   2.000   2.200  0.204  0.124   0.181  7
-0.900  -0.700   2.200   2.400  0.138  0.118   0.097  10
-0.900  -0.700   2.400   2.600  0.194  0.111   0.141  5
-0.900  -0.700   2.600   2.800  0.182  0.063   0.092  5
-0.900  -0.700   2.800   3.000  0.098  0.050   0.004  9
-0.900  -0.700   3.000   3.200  0.108  0.047   0.076  5
-0.900  -0.700   3.200   3.400  0.000  0.000   0.000  0
-0.700  -0.500  -3.400  -3.200  0.000  0.000   0.000  0
-0.700  -0.500  -3.200  -3.000  0.000  0.000   0.000  0
-0.700  -0.500  -3.000  -2.800  0.000  0.000   0.000  0
-0.700  -0.500  -2.800  -2.600  0.000  0.000   0.000  0
-0.700  -0.500  -2.600  -2.400  0.000  0.000   0.000  0
-0.700  -0.500  -2.400  -2.200  0.000  0.000   0.000  0
-0.700  -0.500  -2.200  -2.000  0.000  0.000   0.000  0
-0.700  -0.500  -2.000  -1.800  0.000  0.000   0.000  0
-0.700  -0.500  -1.800  -1.600  0.000  0.000   0.000  1
-0.700  -0.500  -1.600  -1.400  0.106  0.047  -0.037  12
-0.700  -0.500  -1.400  -1.200  0.095  0.066  -0.074  7
-0.700  -0.500  -1.200  -1.000  0.124  0.051  -0.039  25
-0.700  -0.500  -1.000  -0.800  0.136  0.097  -0.015  28
-0.700  -0.500  -0.800  -0.600  0.137  0.061  -0.017  28
-0.700  -0.500  -0.600  -0.400  0.143  0.059   0.010  29
-0.700  -0.500  -0.400  -0.200  0.118  0.115  -0.053  40
-0.700  -0.500  -0.200  -0.000  0.112  0.056  -0.023  42
-0.700  -0.500   0.000   0.200  0.136  0.113   0.028  30
-0.700  -0.500   0.200   0.400  0.155  0.158   0.093  39
-0.700  -0.500   0.400   0.600  0.142  0.096   0.044  38
-0.700  -0.500   0.600   0.800  0.110  0.092   0.003  29
-0.700  -0.500   0.800   1.000  0.109  0.067  -0.015  29
-0.700  -0.500   1.000   1.200  0.133  0.167  -0.098  21
-0.700  -0.500   1.200   1.400  0.153  0.104  -0.016  16
-0.700  -0.500   1.400   1.600  0.143  0.095   0.118  10
-0.700  -0.500   1.600   1.800  0.169  0.114   0.125  9
-0.700  -0.500   1.800   2.000  0.132  0.053   0.045  13
-0.700  -0.500   2.000   2.200  0.147  0.088   0.121  10
-0.700  -0.500   2.200   2.400  0.219  0.105   0.125  11
-0.700  -0.500   2.400   2.600  0.125  0.030   0.030  11
-0.700  -0.500   2.600   2.800  0.136  0.035  -0.000  9
-0.700  -0.500   2.800   3.000  0.087  0.035   0.020  5
-0.700  -0.500   3.000   3.200  0.142  0.034   0.000  2
-0.700  -0.500   3.200   3.400  0.000  0.000   0.000  0
-0.500  -0.300  -3.400  -3.200  0.000  0.000   0.000  0
-0.500  -0.300  -3.200  -3.000  0.000  0.000   0.000  0
-0.500  -0.300  -3.000  -2.800  0.000  0.000   0.000  0
-0.500  -0.300  -2.800  -2.600  0.000  0.000   0.000  0
-0.500  -0.300  -2.600  -2.400  0.000  0.000   0.000  0
-0.500  -0.300  -2.400  -2.200  0.137  0.026   0.000  2
-0.500  -0.300  -2.200  -2.000  0.145  0.047   0.020  11
-0.500  -0.300  -2.000  -1.800  0.117  0.044  -0.023  17
-0.500  -0.300  -1.800  -1.600  0.148  0.054   0.001  17
-0.500  -0.300  -1.600  -1.400  0.108  0.022   0.008  12
-0.500  -0.300  -1.400  -1.200  0.088  0.036  -0.013  22
-0.500  -0.300  -1.200  -1.000  0.090  0.047   0.001  30
-0.500  -0.300  -1.000  -0.800  0.111  0.034  -0.022  18
-0.500  -0.300  -0.800  -0.600  0.129  0.057  -0.022  35
-0.500  -0.300  -0.600  -0.400  0.130  0.079  -0.034  42
-0.500  -0.300  -0.400  -0.200  0.156  0.122  -0.026  43
-0.500  -0.300  -0.200  -0.000  0.105  0.086   0.037  63
-0.500  -0.300   0.000   0.200  0.090  0.091  -0.032  52
-0.500  -0.300   0.200   0.400  0.189  0.200   0.031  45
-0.500  -0.300   0.400   0.600  0.148  0.100   0.055  34
-0.500  -0.300   0.600   0.800  0.153  0.113   0.019  35
-0.500  -0.300   0.800   1.000  0.196  0.134   0.130  34
-0.500  -0.300   1.000   1.200  0.126  0.068  -0.012  30
-0.500  -0.300   1.200   1.400  0.144  0.051   0.042  17
-0.500  -0.300   1.400   1.600  0.185  0.079   0.056  21
-0.500  -0.300   1.600   1.800  0.218  0.083   0.129  9
-0.500  -0.300   1.800   2.000  0.229  0.102   0.139  5
-0.500  -0.300   2.000   2.200  0.000  0.000   0.000  0
-0.500  -0.300   2.200   2.400  0.000  0.000   0.000  0
-0.500  -0.300   2.400   2.600  0.000  0.000   0.000  0
-0.500  -0.300   2.600   2.800  0.000  0.000   0.000  0
-0.500  -0.300   2.800   3.000  0.000  0.000   0.000  0
-0.500  -0.300   3.000   3.200  0.000  0.000   0.000  0
-0.500  -0.300   3.200   3.400  0.000  0.000   0.000  0
-0.300  -0.100  -3.400  -3.200  0.000  0.000   0.000  0
-0.300  -0.100  -3.200  -3.000  0.000  0.000   0.000  0
-0.300  -0.100  -3.000  -2.800  0.000  0.000   0.000  0
-0.300  -0.100  -2.800  -2.600  0.000  0.000   0.000  0
-0.300  -0.100  -2.600  -2.400  0.000  0.000   0.000  0
-0.300  -0.100  -2.400  -2.200  0.000  0.000   0.000  1
-0.300  -0.100  -2.200  -2.000  0.097  0.037   0.028  12
