# Extinction map of the Large Magellanic Cloud derived using OGLE-III RR Lyr stars
#
# When using this map, please cite our paper: Pejcha & Stanek (2009)
#
# Version: May 19 2009
#
# Description
# 
# The map is given sinusoidal projection. You can compute projected coordinates (x,y) for your target from
#  x = (RA-80.35)*cos(DEC)
#  y = DEC+69.68
# Here RA and DEC are given in degrees. The map is pixelized in fixed spatial resolution of 0.2 sq. deg.
#
# Column 1: Minimum x
# Column 2: Maximum x
# Column 3: Minimum y
# Column 4: Maximum y
# Column 5: mean E(V-I)
# Column 6: rms of E(V-I)
# Column 7: internal reddening in the sense E(V-I)_distant - E(V-I)_close
# Column 8: Number of stars in pixel
#
#
# If number of stars in pixel is < 2 we give zeros in Columns 5-7.
# If number of stars in pixel is < 4 we give zero in Column 7.
# Robust rms scatter of internal reddening is 0.058 mag. Therefore, all values of internal reddening that are lower than ~0.06 mag are consistent with zero.
#
#
minX     maxX    minY    maxY   Ext    rms     delta  n
-0.300  -0.100  -2.000  -1.800  0.110  0.030   0.004  16
-0.300  -0.100  -1.800  -1.600  0.113  0.033   0.018  16
-0.300  -0.100  -1.600  -1.400  0.117  0.036   0.012  20
-0.300  -0.100  -1.400  -1.200  0.093  0.036   0.011  19
-0.300  -0.100  -1.200  -1.000  0.126  0.079  -0.035  22
-0.300  -0.100  -1.000  -0.800  0.109  0.068  -0.001  32
-0.300  -0.100  -0.800  -0.600  0.127  0.086  -0.025  36
-0.300  -0.100  -0.600  -0.400  0.137  0.102  -0.039  38
-0.300  -0.100  -0.400  -0.200  0.106  0.085  -0.008  39
-0.300  -0.100  -0.200  -0.000  0.150  0.181  -0.034  40
-0.300  -0.100   0.000   0.200  0.126  0.170  -0.018  46
-0.300  -0.100   0.200   0.400  0.125  0.249  -0.051  32
-0.300  -0.100   0.400   0.600  0.154  0.108   0.041  44
-0.300  -0.100   0.600   0.800  0.096  0.069  -0.009  32
-0.300  -0.100   0.800   1.000  0.129  0.096   0.072  27
-0.300  -0.100   1.000   1.200  0.123  0.076   0.010  33
-0.300  -0.100   1.200   1.400  0.164  0.083   0.069  23
-0.300  -0.100   1.400   1.600  0.142  0.042   0.003  20
-0.300  -0.100   1.600   1.800  0.165  0.051  -0.017  7
-0.300  -0.100   1.800   2.000  0.152  0.019   0.007  4
-0.300  -0.100   2.000   2.200  0.000  0.000   0.000  0
-0.300  -0.100   2.200   2.400  0.000  0.000   0.000  0
-0.300  -0.100   2.400   2.600  0.000  0.000   0.000  0
-0.300  -0.100   2.600   2.800  0.000  0.000   0.000  0
-0.300  -0.100   2.800   3.000  0.000  0.000   0.000  0
-0.300  -0.100   3.000   3.200  0.000  0.000   0.000  0
-0.300  -0.100   3.200   3.400  0.000  0.000   0.000  0
-0.100   0.100  -3.400  -3.200  0.000  0.000   0.000  0
-0.100   0.100  -3.200  -3.000  0.000  0.000   0.000  0
-0.100   0.100  -3.000  -2.800  0.000  0.000   0.000  0
-0.100   0.100  -2.800  -2.600  0.000  0.000   0.000  0
-0.100   0.100  -2.600  -2.400  0.000  0.000   0.000  0
-0.100   0.100  -2.400  -2.200  0.000  0.000   0.000  1
-0.100   0.100  -2.200  -2.000  0.097  0.019   0.002  9
-0.100   0.100  -2.000  -1.800  0.084  0.033   0.000  11
-0.100   0.100  -1.800  -1.600  0.100  0.079   0.015  19
-0.100   0.100  -1.600  -1.400  0.098  0.061   0.016  22
-0.100   0.100  -1.400  -1.200  0.089  0.043  -0.020  26
-0.100   0.100  -1.200  -1.000  0.128  0.043   0.017  25
-0.100   0.100  -1.000  -0.800  0.139  0.082  -0.061  28
-0.100   0.100  -0.800  -0.600  0.106  0.054   0.000  28
-0.100   0.100  -0.600  -0.400  0.171  0.121   0.054  58
-0.100   0.100  -0.400  -0.200  0.169  0.147   0.027  43
-0.100   0.100  -0.200  -0.000  0.142  0.135   0.007  44
-0.100   0.100   0.000   0.200  0.101  0.122   0.035  63
-0.100   0.100   0.200   0.400  0.105  0.133  -0.068  46
-0.100   0.100   0.400   0.600  0.095  0.065  -0.011  46
-0.100   0.100   0.600   0.800  0.181  0.097   0.050  48
-0.100   0.100   0.800   1.000  0.190  0.103   0.099  29
-0.100   0.100   1.000   1.200  0.235  0.112   0.155  20
-0.100   0.100   1.200   1.400  0.184  0.132   0.180  22
-0.100   0.100   1.400   1.600  0.227  0.161   0.198  12
-0.100   0.100   1.600   1.800  0.228  0.202   0.248  10
-0.100   0.100   1.800   2.000  0.277  0.237   0.347  6
-0.100   0.100   2.000   2.200  0.000  0.000   0.000  0
-0.100   0.100   2.200   2.400  0.000  0.000   0.000  0
-0.100   0.100   2.400   2.600  0.000  0.000   0.000  0
-0.100   0.100   2.600   2.800  0.000  0.000   0.000  0
-0.100   0.100   2.800   3.000  0.000  0.000   0.000  0
-0.100   0.100   3.000   3.200  0.000  0.000   0.000  0
-0.100   0.100   3.200   3.400  0.000  0.000   0.000  0
 0.100   0.300  -3.400  -3.200  0.000  0.000   0.000  0
 0.100   0.300  -3.200  -3.000  0.000  0.000   0.000  0
 0.100   0.300  -3.000  -2.800  0.000  0.000   0.000  0
 0.100   0.300  -2.800  -2.600  0.000  0.000   0.000  0
 0.100   0.300  -2.600  -2.400  0.000  0.000   0.000  0
 0.100   0.300  -2.400  -2.200  0.115  0.030  -0.002  6
 0.100   0.300  -2.200  -2.000  0.127  0.039   0.002  13
 0.100   0.300  -2.000  -1.800  0.141  0.073   0.092  13
 0.100   0.300  -1.800  -1.600  0.142  0.090   0.013  11
 0.100   0.300  -1.600  -1.400  0.145  0.060   0.001  20
 0.100   0.300  -1.400  -1.200  0.128  0.064  -0.063  23
 0.100   0.300  -1.200  -1.000  0.124  0.058  -0.011  26
 0.100   0.300  -1.000  -0.800  0.141  0.107  -0.070  30
 0.100   0.300  -0.800  -0.600  0.123  0.068  -0.044  29
 0.100   0.300  -0.600  -0.400  0.126  0.139  -0.035  40
 0.100   0.300  -0.400  -0.200  0.092  0.071  -0.055  54
 0.100   0.300  -0.200  -0.000  0.112  0.093   0.013  60
 0.100   0.300   0.000   0.200  0.113  0.127   0.036  54
 0.100   0.300   0.200   0.400  0.111  0.077   0.010  42
 0.100   0.300   0.400   0.600  0.194  0.161   0.108  38
 0.100   0.300   0.600   0.800  0.266  0.178   0.100  29
 0.100   0.300   0.800   1.000  0.168  0.105   0.025  36
 0.100   0.300   1.000   1.200  0.222  0.141   0.181  18
 0.100   0.300   1.200   1.400  0.347  0.200   0.347  17
 0.100   0.300   1.400   1.600  0.255  0.244   0.028  12
 0.100   0.300   1.600   1.800  0.217  0.126   0.120  11
 0.100   0.300   1.800   2.000  0.096  0.036  -0.034  7
 0.100   0.300   2.000   2.200  0.000  0.000   0.000  0
 0.100   0.300   2.200   2.400  0.000  0.000   0.000  0
 0.100   0.300   2.400   2.600  0.000  0.000   0.000  0
 0.100   0.300   2.600   2.800  0.000  0.000   0.000  0
 0.100   0.300   2.800   3.000  0.000  0.000   0.000  0
 0.100   0.300   3.000   3.200  0.000  0.000   0.000  0
 0.100   0.300   3.200   3.400  0.000  0.000   0.000  0
 0.300   0.500  -3.400  -3.200  0.000  0.000   0.000  0
 0.300   0.500  -3.200  -3.000  0.000  0.000   0.000  0
 0.300   0.500  -3.000  -2.800  0.000  0.000   0.000  0
 0.300   0.500  -2.800  -2.600  0.000  0.000   0.000  0
 0.300   0.500  -2.600  -2.400  0.000  0.000   0.000  0
 0.300   0.500  -2.400  -2.200  0.128  0.072   0.000  3
 0.300   0.500  -2.200  -2.000  0.124  0.111  -0.143  5
 0.300   0.500  -2.000  -1.800  0.144  0.109   0.140  15
 0.300   0.500  -1.800  -1.600  0.181  0.093   0.093  15
 0.300   0.500  -1.600  -1.400  0.209  0.110   0.135  21
 0.300   0.500  -1.400  -1.200  0.197  0.140  -0.037  19
 0.300   0.500  -1.200  -1.000  0.121  0.067  -0.012  26
 0.300   0.500  -1.000  -0.800  0.165  0.163  -0.009  35
 0.300   0.500  -0.800  -0.600  0.076  0.055  -0.044  25
 0.300   0.500  -0.600  -0.400  0.127  0.131  -0.085  47
 0.300   0.500  -0.400  -0.200  0.120  0.175  -0.099  43
 0.300   0.500  -0.200  -0.000  0.107  0.068   0.005  45
 0.300   0.500   0.000   0.200  0.086  0.055  -0.011  51
 0.300   0.500   0.200   0.400  0.116  0.092   0.046  43
 0.300   0.500   0.400   0.600  0.138  0.094   0.046  29
 0.300   0.500   0.600   0.800  0.160  0.085   0.037  32
 0.300   0.500   0.800   1.000  0.189  0.130   0.057  27
 0.300   0.500   1.000   1.200  0.134  0.072   0.019  16
 0.300   0.500   1.200   1.400  0.203  0.152   0.096  23
 0.300   0.500   1.400   1.600  0.204  0.129   0.184  13
 0.300   0.500   1.600   1.800  0.138  0.045   0.023  16
 0.300   0.500   1.800   2.000  0.132  0.107   0.000  3
 0.300   0.500   2.000   2.200  0.000  0.000   0.000  0
 0.300   0.500   2.200   2.400  0.000  0.000   0.000  0
 0.300   0.500   2.400   2.600  0.000  0.000   0.000  0
 0.300   0.500   2.600   2.800  0.000  0.000   0.000  0
 0.300   0.500   2.800   3.000  0.000  0.000   0.000  0
 0.300   0.500   3.000   3.200  0.000  0.000   0.000  0
 0.300   0.500   3.200   3.400  0.000  0.000   0.000  0
 0.500   0.700  -3.400  -3.200  0.000  0.000   0.000  0
 0.500   0.700  -3.200  -3.000  0.000  0.000   0.000  0
 0.500   0.700  -3.000  -2.800  0.000  0.000   0.000  0
 0.500   0.700  -2.800  -2.600  0.000  0.000   0.000  0
 0.500   0.700  -2.600  -2.400  0.000  0.000   0.000  0
 0.500   0.700  -2.400  -2.200  0.110  0.014   0.000  2
 0.500   0.700  -2.200  -2.000  0.145  0.064   0.023  17
 0.500   0.700  -2.000  -1.800  0.127  0.067   0.035  15
 0.500   0.700  -1.800  -1.600  0.084  0.035   0.011  10
 0.500   0.700  -1.600  -1.400  0.168  0.078   0.048  23
 0.500   0.700  -1.400  -1.200  0.184  0.192   0.118  25
 0.500   0.700  -1.200  -1.000  0.111  0.063  -0.004  31
 0.500   0.700  -1.000  -0.800  0.144  0.129  -0.042  28
 0.500   0.700  -0.800  -0.600  0.164  0.206  -0.048  33
 0.500   0.700  -0.600  -0.400  0.119  0.124  -0.039  49
 0.500   0.700  -0.400  -0.200  0.132  0.132  -0.029  41
 0.500   0.700  -0.200  -0.000  0.092  0.119  -0.089  44
 0.500   0.700   0.000   0.200  0.101  0.099  -0.046  54
 0.500   0.700   0.200   0.400  0.097  0.067  -0.007  32
 0.500   0.700   0.400   0.600  0.126  0.057  -0.008  23
 0.500   0.700   0.600   0.800  0.127  0.076   0.003  23
 0.500   0.700   0.800   1.000  0.128  0.050  -0.007  22
 0.500   0.700   1.000   1.200  0.135  0.061   0.029  15
 0.500   0.700   1.200   1.400  0.138  0.062  -0.045  19
 0.500   0.700   1.400   1.600  0.192  0.073   0.101  11
 0.500   0.700   1.600   1.800  0.176  0.059   0.046  14
 0.500   0.700   1.800   2.000  0.112  0.033   0.000  2
 0.500   0.700   2.000   2.200  0.000  0.000   0.000  0
 0.500   0.700   2.200   2.400  0.000  0.000   0.000  0
 0.500   0.700   2.400   2.600  0.000  0.000   0.000  0
 0.500   0.700   2.600   2.800  0.000  0.000   0.000  0
 0.500   0.700   2.800   3.000  0.000  0.000   0.000  0
 0.500   0.700   3.000   3.200  0.000  0.000   0.000  0
 0.500   0.700   3.200   3.400  0.000  0.000   0.000  0
 0.700   0.900  -3.400  -3.200  0.000  0.000   0.000  0
 0.700   0.900  -3.200  -3.000  0.000  0.000   0.000  0
 0.700   0.900  -3.000  -2.800  0.000  0.000   0.000  0
 0.700   0.900  -2.800  -2.600  0.000  0.000   0.000  0
 0.700   0.900  -2.600  -2.400  0.000  0.000   0.000  0
 0.700   0.900  -2.400  -2.200  0.101  0.025   0.000  2
 0.700   0.900  -2.200  -2.000  0.149  0.037   0.004  15
 0.700   0.900  -2.000  -1.800  0.167  0.034   0.011  12
 0.700   0.900  -1.800  -1.600  0.184  0.104   0.070  25
 0.700   0.900  -1.600  -1.400  0.224  0.153   0.207  21
 0.700   0.900  -1.400  -1.200  0.206  0.216   0.183  26
 0.700   0.900  -1.200  -1.000  0.086  0.043  -0.025  22
 0.700   0.900  -1.000  -0.800  0.102  0.042  -0.016  33
 0.700   0.900  -0.800  -0.600  0.107  0.073  -0.043  43
 0.700   0.900  -0.600  -0.400  0.101  0.087  -0.020  34
 0.700   0.900  -0.400  -0.200  0.118  0.080  -0.060  43
 0.700   0.900  -0.200  -0.000  0.157  0.124  -0.067  42
 0.700   0.900   0.000   0.200  0.140  0.090  -0.021  48
 0.700   0.900   0.200   0.400  0.081  0.046   0.006  25
 0.700   0.900   0.400   0.600  0.175  0.129   0.069  32
 0.700   0.900   0.600   0.800  0.149  0.057   0.024  31
 0.700   0.900   0.800   1.000  0.160  0.062  -0.021  28
 0.700   0.900   1.000   1.200  0.363  0.286   0.081  19
 0.700   0.900   1.200   1.400  0.251  0.084   0.032  16
 0.700   0.900   1.400   1.600  0.145  0.054   0.051  9
 0.700   0.900   1.600   1.800  0.167  0.035   0.026  10
 0.700   0.900   1.800   2.000  0.120  0.048   0.038  5
 0.700   0.900   2.000   2.200  0.000  0.000   0.000  0
 0.700   0.900   2.200   2.400  0.000  0.000   0.000  0
 0.700   0.900   2.400   2.600  0.000  0.000   0.000  0
 0.700   0.900   2.600   2.800  0.000  0.000   0.000  0
 0.700   0.900   2.800   3.000  0.000  0.000   0.000  0
 0.700   0.900   3.000   3.200  0.000  0.000   0.000  0
 0.700   0.900   3.200   3.400  0.000  0.000   0.000  0
 0.900   1.100  -3.400  -3.200  0.000  0.000   0.000  0
 0.900   1.100  -3.200  -3.000  0.000  0.000   0.000  0
 0.900   1.100  -3.000  -2.800  0.000  0.000   0.000  0
 0.900   1.100  -2.800  -2.600  0.000  0.000   0.000  0
 0.900   1.100  -2.600  -2.400  0.000  0.000   0.000  0
 0.900   1.100  -2.400  -2.200  0.081  0.041   0.000  3
 0.900   1.100  -2.200  -2.000  0.152  0.034  -0.044  14
 0.900   1.100  -2.000  -1.800  0.106  0.042   0.009  10
 0.900   1.100  -1.800  -1.600  0.132  0.032   0.000  15
 0.900   1.100  -1.600  -1.400  0.185  0.082   0.012  8
 0.900   1.100  -1.400  -1.200  0.138  0.068  -0.033  14
 0.900   1.100  -1.200  -1.000  0.095  0.058  -0.037  23
 0.900   1.100  -1.000  -0.800  0.057  0.045  -0.024  27
 0.900   1.100  -0.800  -0.600  0.097  0.067  -0.029  30
 0.900   1.100  -0.600  -0.400  0.122  0.134  -0.033  30
 0.900   1.100  -0.400  -0.200  0.119  0.065  -0.037  33
 0.900   1.100  -0.200  -0.000  0.122  0.114  -0.010  46
 0.900   1.100   0.000   0.200  0.152  0.061  -0.010  47
 0.900   1.100   0.200   0.400  0.110  0.060   0.003  35
 0.900   1.100   0.400   0.600  0.151  0.075   0.022  14
 0.900   1.100   0.600   0.800  0.259  0.170   0.216  29
 0.900   1.100   0.800   1.000  0.190  0.154   0.127  21
 0.900   1.100   1.000   1.200  0.345  0.271   0.266  8
 0.900   1.100   1.200   1.400  0.309  0.174   0.292  9
 0.900   1.100   1.400   1.600  0.169  0.027   0.025  6
 0.900   1.100   1.600   1.800  0.215  0.111   0.000  2
 0.900   1.100   1.800   2.000  0.206  0.107   0.123  7
 0.900   1.100   2.000   2.200  0.000  0.000   0.000  0
 0.900   1.100   2.200   2.400  0.000  0.000   0.000  0
 0.900   1.100   2.400   2.600  0.000  0.000   0.000  0
 0.900   1.100   2.600   2.800  0.000  0.000   0.000  0
 0.900   1.100   2.800   3.000  0.000  0.000   0.000  0
 0.900   1.100   3.000   3.200  0.000  0.000   0.000  0
 0.900   1.100   3.200   3.400  0.000  0.000   0.000  0
 1.100   1.300  -3.400  -3.200  0.000  0.000   0.000  0
 1.100   1.300  -3.200  -3.000  0.000  0.000   0.000  0
 1.100   1.300  -3.000  -2.800  0.000  0.000   0.000  0
 1.100   1.300  -2.800  -2.600  0.123  0.052  -0.082  4
 1.100   1.300  -2.600  -2.400  0.000  0.000   0.000  1
 1.100   1.300  -2.400  -2.200  0.098  0.023  -0.037  5
 1.100   1.300  -2.200  -2.000  0.150  0.065  -0.009  14
 1.100   1.300  -2.000  -1.800  0.155  0.068   0.008  7
 1.100   1.300  -1.800  -1.600  0.156  0.061   0.027  17
 1.100   1.300  -1.600  -1.400  0.171  0.062   0.057  18
 1.100   1.300  -1.400  -1.200  0.168  0.088   0.058  11
 1.100   1.300  -1.200  -1.000  0.157  0.094   0.005  22
 1.100   1.300  -1.000  -0.800  0.124  0.074  -0.016  30
 1.100   1.300  -0.800  -0.600  0.101  0.082  -0.047  25
 1.100   1.300  -0.600  -0.400  0.194  0.222  -0.041  27
 1.100   1.300  -0.400  -0.200  0.173  0.148  -0.001  34
 1.100   1.300  -0.200  -0.000  0.215  0.109   0.063  29
 1.100   1.300   0.000   0.200  0.162  0.092   0.035  31
 1.100   1.300   0.200   0.400  0.148  0.051   0.011  24
 1.100   1.300   0.400   0.600  0.373  0.213   0.271  23
 1.100   1.300   0.600   0.800  0.286  0.193   0.173  20
 1.100   1.300   0.800   1.000  0.205  0.105  -0.007  14
 1.100   1.300   1.000   1.200  0.145  0.068   0.021  15
 1.100   1.300   1.200   1.400  0.282  0.328   0.361  11
 1.100   1.300   1.400   1.600  0.361  0.243   0.266  7
 1.100   1.300   1.600   1.800  0.186  0.045  -0.011  12
 1.100   1.300   1.800   2.000  0.153  0.066   0.000  3
 1.100   1.300   2.000   2.200  0.000  0.000   0.000  0
 1.100   1.300   2.200   2.400  0.000  0.000   0.000  0
 1.100   1.300   2.400   2.600  0.000  0.000   0.000  0
 1.100   1.300   2.600   2.800  0.000  0.000   0.000  0
 1.100   1.300   2.800   3.000  0.000  0.000   0.000  0
 1.100   1.300   3.000   3.200  0.000  0.000   0.000  0
 1.100   1.300   3.200   3.400  0.000  0.000   0.000  0
 1.300   1.500  -3.400  -3.200  0.000  0.000   0.000  0
 1.300   1.500  -3.200  -3.000  0.000  0.000   0.000  0
 1.300   1.500  -3.000  -2.800  0.000  0.000   0.000  0
 1.300   1.500  -2.800  -2.600  0.181  0.031  -0.006  6
 1.300   1.500  -2.600  -2.400  0.150  0.040   0.011  9
 1.300   1.500  -2.400  -2.200  0.138  0.056  -0.005  10
 1.300   1.500  -2.200  -2.000  0.169  0.041   0.006  8
 1.300   1.500  -2.000  -1.800  0.135  0.054   0.027  8
 1.300   1.500  -1.800  -1.600  0.158  0.086  -0.029  22
 1.300   1.500  -1.600  -1.400  0.200  0.127   0.120  21
 1.300   1.500  -1.400  -1.200  0.249  0.238  -0.120  19
 1.300   1.500  -1.200  -1.000  0.180  0.162   0.143  19
 1.300   1.500  -1.000  -0.800  0.184  0.092   0.021  22
 1.300   1.500  -0.800  -0.600  0.206  0.183   0.045  31
 1.300   1.500  -0.600  -0.400  0.264  0.286  -0.140  25
 1.300   1.500  -0.400  -0.200  0.325  0.183   0.084  31
 1.300   1.500  -0.200  -0.000  0.300  0.210   0.102  28
 1.300   1.500   0.000   0.200  0.171  0.114   0.062  25
 1.300   1.500   0.200   0.400  0.225  0.149   0.073  29
 1.300   1.500   0.400   0.600  0.408  0.201   0.140  16
 1.300   1.500   0.600   0.800  0.418  0.210   0.210  17
 1.300   1.500   0.800   1.000  0.181  0.068   0.030  15
 1.300   1.500   1.000   1.200  0.118  0.065   0.009  13
 1.300   1.500   1.200   1.400  0.096  0.050  -0.003  13
 1.300   1.500   1.400   1.600  0.153  0.046  -0.056  6
 1.300   1.500   1.600   1.800  0.154  0.049   0.020  10
 1.300   1.500   1.800   2.000  0.098  0.044  -0.013  5
 1.300   1.500   2.000   2.200  0.000  0.000   0.000  0
 1.300   1.500   2.200   2.400  0.000  0.000   0.000  0
 1.300   1.500   2.400   2.600  0.000  0.000   0.000  0
 1.300   1.500   2.600   2.800  0.000  0.000   0.000  0
 1.300   1.500   2.800   3.000  0.000  0.000   0.000  0
 1.300   1.500   3.000   3.200  0.000  0.000   0.000  0
 1.300   1.500   3.200   3.400  0.000  0.000   0.000  0
 1.500   1.700  -3.400  -3.200  0.000  0.000   0.000  0
 1.500   1.700  -3.200  -3.000  0.000  0.000   0.000  0
 1.500   1.700  -3.000  -2.800  0.000  0.000   0.000  0
 1.500   1.700  -2.800  -2.600  0.155  0.038   0.012  5
 1.500   1.700  -2.600  -2.400  0.095  0.056  -0.024  4
 1.500   1.700  -2.400  -2.200  0.135  0.025  -0.022  10
 1.500   1.700  -2.200  -2.000  0.132  0.045   0.018  16
 1.500   1.700  -2.000  -1.800  0.121  0.045  -0.027  13
 1.500   1.700  -1.800  -1.600  0.205  0.214   0.168  13
 1.500   1.700  -1.600  -1.400  0.256  0.114   0.063  12
 1.500   1.700  -1.400  -1.200  0.222  0.111  -0.061  17
 1.500   1.700  -1.200  -1.000  0.211  0.105   0.081  12
 1.500   1.700  -1.000  -0.800  0.423  0.315   0.068  20
 1.500   1.700  -0.800  -0.600  0.210  0.104   0.040  15
 1.500   1.700  -0.600  -0.400  0.254  0.279   0.247  14
 1.500   1.700  -0.400  -0.200  0.375  0.227   0.220  15
 1.500   1.700  -0.200  -0.000  0.297  0.152   0.244  12
 1.500   1.700   0.000   0.200  0.362  0.275   0.232  16
 1.500   1.700   0.200   0.400  0.263  0.217   0.157  7
 1.500   1.700   0.400   0.600  0.456  0.399   0.282  16
 1.500   1.700   0.600   0.800  0.268  0.195  -0.032  10
 1.500   1.700   0.800   1.000  0.256  0.156   0.142  14
 1.500   1.700   1.000   1.200  0.122  0.053   0.063  8
 1.500   1.700   1.200   1.400  0.094  0.037  -0.014  10
 1.500   1.700   1.400   1.600  0.131  0.036  -0.015  5
 1.500   1.700   1.600   1.800  0.130  0.058   0.033  9
 1.500   1.700   1.800   2.000  0.134  0.019  -0.014  5
 1.500   1.700   2.000   2.200  0.000  0.000   0.000  0
 1.500   1.700   2.200   2.400  0.000  0.000   0.000  0
 1.500   1.700   2.400   2.600  0.000  0.000   0.000  0
 1.500   1.700   2.600   2.800  0.000  0.000   0.000  0
 1.500   1.700   2.800   3.000  0.000  0.000   0.000  0
 1.500   1.700   3.000   3.200  0.000  0.000   0.000  0
 1.500   1.700   3.200   3.400  0.000  0.000   0.000  0
 1.700   1.900  -3.400  -3.200  0.000  0.000   0.000  0
 1.700   1.900  -3.200  -3.000  0.000  0.000   0.000  0
 1.700   1.900  -3.000  -2.800  0.000  0.000   0.000  1
 1.700   1.900  -2.800  -2.600  0.116  0.026   0.004  6
 1.700   1.900  -2.600  -2.400  0.140  0.033  -0.016  8
 1.700   1.900  -2.400  -2.200  0.145  0.014   0.005  10
 1.700   1.900  -2.200  -2.000  0.138  0.042   0.031  11
 1.700   1.900  -2.000  -1.800  0.137  0.031   0.054  9
 1.700   1.900  -1.800  -1.600  0.161  0.058   0.021  7
 1.700   1.900  -1.600  -1.400  0.229  0.103   0.083  15
 1.700   1.900  -1.400  -1.200  0.256  0.113   0.063  17
 1.700   1.900  -1.200  -1.000  0.180  0.072   0.013  12
 1.700   1.900  -1.000  -0.800  0.296  0.116   0.016  16
 1.700   1.900  -0.800  -0.600  0.213  0.103   0.028  15
 1.700   1.900  -0.600  -0.400  0.219  0.076  -0.036  11
 1.700   1.900  -0.400  -0.200  0.204  0.106  -0.043  18
 1.700   1.900  -0.200  -0.000  0.196  0.160   0.099  25
 1.700   1.900   0.000   0.200  0.206  0.117   0.011  22
 1.700   1.900   0.200   0.400  0.196  0.087   0.027  16
 1.700   1.900   0.400   0.600  0.490  0.265   0.171  11
 1.700   1.900   0.600   0.800  0.339  0.154   0.187  13
 1.700   1.900   0.800   1.000  0.217  0.055   0.031  10
 1.700   1.900   1.000   1.200  0.134  0.018   0.024  7
 1.700   1.900   1.200   1.400  0.097  0.049   0.023  12
 1.700   1.900   1.400   1.600  0.213  0.040   0.000  3
 1.700   1.900   1.600   1.800  0.100  0.046   0.030  4
 1.700   1.900   1.800   2.000  0.142  0.019  -0.025  6
 1.700   1.900   2.000   2.200  0.000  0.000   0.000  0
 1.700   1.900   2.200   2.400  0.000  0.000   0.000  0
 1.700   1.900   2.400   2.600  0.000  0.000   0.000  0
 1.700   1.900   2.600   2.800  0.000  0.000   0.000  0
 1.700   1.900   2.800   3.000  0.000  0.000   0.000  0
 1.700   1.900   3.000   3.200  0.000  0.000   0.000  0
 1.700   1.900   3.200   3.400  0.000  0.000   0.000  0
 1.900   2.100  -3.400  -3.200  0.000  0.000   0.000  0
 1.900   2.100  -3.200  -3.000  0.000  0.000   0.000  0
 1.900   2.100  -3.000  -2.800  0.000  0.000   0.000  0
 1.900   2.100  -2.800  -2.600  0.136  0.037  -0.023  7
 1.900   2.100  -2.600  -2.400  0.122  0.028   0.012  5
 1.900   2.100  -2.400  -2.200  0.115  0.033  -0.005  7
 1.900   2.100  -2.200  -2.000  0.159  0.020   0.001  5
 1.900   2.100  -2.000  -1.800  0.169  0.053  -0.008  9
 1.900   2.100  -1.800  -1.600  0.139  0.100  -0.090  8
 1.900   2.100  -1.600  -1.400  0.158  0.063   0.038  12
 1.900   2.100  -1.400  -1.200  0.207  0.095  -0.059  7
 1.900   2.100  -1.200  -1.000  0.221  0.086   0.059  12
 1.900   2.100  -1.000  -0.800  0.284  0.125   0.116  9
 1.900   2.100  -0.800  -0.600  0.198  0.106  -0.045  14
 1.900   2.100  -0.600  -0.400  0.201  0.106  -0.104  18
 1.900   2.100  -0.400  -0.200  0.146  0.074   0.086  20
 1.900   2.100  -0.200  -0.000  0.219  0.136   0.131  16
 1.900   2.100   0.000   0.200  0.256  0.139   0.086  12
 1.900   2.100   0.200   0.400  0.433  0.294  -0.304  6
 1.900   2.100   0.400   0.600  0.280  0.215   0.224  15
 1.900   2.100   0.600   0.800  0.376  0.276  -0.149  13
 1.900   2.100   0.800   1.000  0.287  0.113   0.019  5
 1.900   2.100   1.000   1.200  0.119  0.091  -0.030  8
 1.900   2.100   1.200   1.400  0.144  0.051   0.000  3
 1.900   2.100   1.400   1.600  0.158  0.063  -0.025  9
 1.900   2.100   1.600   1.800  0.201  0.125   0.192  8
 1.900   2.100   1.800   2.000  0.118  0.042   0.000  3
 1.900   2.100   2.000   2.200  0.000  0.000   0.000  0
 1.900   2.100   2.200   2.400  0.000  0.000   0.000  0
 1.900   2.100   2.400   2.600  0.000  0.000   0.000  0
 1.900   2.100   2.600   2.800  0.000  0.000   0.000  0
 1.900   2.100   2.800   3.000  0.000  0.000   0.000  0
 1.900   2.100   3.000   3.200  0.000  0.000   0.000  0
 1.900   2.100   3.200   3.400  0.000  0.000   0.000  0
 2.100   2.300  -3.400  -3.200  0.000  0.000   0.000  0
 2.100   2.300  -3.200  -3.000  0.000  0.000   0.000  0
 2.100   2.300  -3.000  -2.800  0.000  0.000   0.000  0
 2.100   2.300  -2.800  -2.600  0.173  0.033   0.022  8
 2.100   2.300  -2.600  -2.400  0.099  0.025   0.000  3
 2.100   2.300  -2.400  -2.200  0.164  0.017   0.008  8
 2.100   2.300  -2.200  -2.000  0.136  0.011  -0.014  4
 2.100   2.300  -2.000  -1.800  0.182  0.042  -0.036  9
 2.100   2.300  -1.800  -1.600  0.174  0.044   0.040  7
 2.100   2.300  -1.600  -1.400  0.150  0.037  -0.019  9
 2.100   2.300  -1.400  -1.200  0.158  0.124  -0.112  11
 2.100   2.300  -1.200  -1.000  0.130  0.022   0.015  10
 2.100   2.300  -1.000  -0.800  0.208  0.100   0.047  9
 2.100   2.300  -0.800  -0.600  0.255  0.159   0.083  10
 2.100   2.300  -0.600  -0.400  0.261  0.127   0.160  17
 2.100   2.300  -0.400  -0.200  0.210  0.118   0.119  10
 2.100   2.300  -0.200  -0.000  0.409  0.266   0.295  11
